日期,单位净值,累计净值,涨跌幅
2018-06-19,0.954,1.494,-4.9801
2018-06-15,1.004,1.544,-1.1811
2018-06-14,1.016,1.556,-1.5504
2018-06-13,1.032,1.572,-2.0873
2018-06-12,1.054,1.594,3.8424
2018-06-11,1.015,1.555,-0.6849
2018-06-08,1.022,1.562,-0.8729
2018-06-07,1.031,1.571,-0.77
2018-06-06,1.039,1.579,-0.0962
2018-06-05,1.04,1.58,1.4634
2018-06-04,1.025,1.565,2.5
2018-06-01,1.0,1.54,-2.2333
2018-05-31,1.512,1.573,2.9272
2018-05-30,1.469,1.53,0.8236
2018-05-29,1.457,1.518,-1.9515
2018-05-28,1.486,1.547,4.8694
2018-05-25,1.417,1.478,1.142
2018-05-24,1.401,1.462,-0.9894
2018-05-23,1.415,1.476,-1.8043
2018-05-22,1.441,1.502,0.5583
2018-05-21,1.433,1.494,0.1398
2018-05-18,1.431,1.492,0.7037
2018-05-17,1.421,1.482,-1.8646
2018-05-16,1.448,1.509,0.5556
2018-05-15,1.44,1.501,0.911
2018-05-14,1.427,1.488,1.9286
2018-05-11,1.4,1.461,-0.9901
2018-05-10,1.414,1.475,1.2894
2018-05-09,1.396,1.457,0.2154
2018-05-08,1.393,1.454,0.942
2018-05-07,1.38,1.441,5.6662
2018-05-04,1.306,1.367,0.3843
2018-05-03,1.301,1.362,2.3603
2018-05-02,1.271,1.332,2.1704
2018-04-27,1.244,1.305,-0.1605
2018-04-26,1.246,1.307,-2.8839
2018-04-25,1.283,1.344,-0.1556
2018-04-24,1.285,1.346,2.7178
2018-04-23,1.251,1.312,-0.7143
2018-04-20,1.26,1.321,-1.1765
2018-04-19,1.275,1.336,2.3274
2018-04-18,1.246,1.307,-0.5587
2018-04-17,1.253,1.314,-1.6484
2018-04-16,1.274,1.335,0.4732
2018-04-13,1.268,1.329,-1.1691
2018-04-12,1.283,1.344,-0.3108
2018-04-11,1.287,1.348,0.0778
2018-04-10,1.286,1.347,1.0212
2018-04-09,1.273,1.334,0
2018-04-04,1.273,1.334,2.9103
2018-04-03,1.237,1.298,0.815
2018-04-02,1.227,1.288,-0.0814
2018-03-30,1.228,1.289,-0.0814
2018-03-29,1.229,1.29,3.0176
2018-03-28,1.193,1.254,-3.6349
2018-03-27,1.238,1.299,0
2018-03-26,1.238,1.299,0.6504
2018-03-23,1.23,1.291,-2.7668
2018-03-22,1.265,1.326,-1.938
2018-03-21,1.29,1.351,-0.6163
2018-03-20,1.298,1.359,-0.9916
2018-03-19,1.311,1.372,0.5368
2018-03-16,1.304,1.365,-1.0622
2018-03-15,1.318,1.379,1.7761
2018-03-14,1.295,1.356,1.0929
2018-03-13,1.281,1.342,-1.3857
2018-03-12,1.299,1.36,0
2018-03-09,1.299,1.36,1.0895
2018-03-08,1.285,1.346,1.8225
2018-03-07,1.262,1.323,0
2018-03-06,1.262,1.323,0.8793
2018-03-05,1.251,1.312,-1.3407
2018-03-02,1.268,1.329,-0.86
2018-03-01,1.279,1.34,1.2668
2018-02-28,1.263,1.324,-2.2446
2018-02-27,1.292,1.353,-1.2232
2018-02-26,1.308,1.369,0.1531
2018-02-23,1.306,1.367,-0.3053
2018-02-22,1.31,1.371,2.9065
2018-02-14,1.273,1.334,0.9516
2018-02-13,1.261,1.322,0.1589
2018-02-12,1.259,1.32,3.0278
2018-02-09,1.222,1.283,-1.9262
2018-02-08,1.246,1.307,1.964
2018-02-07,1.222,1.283,-2.707
2018-02-06,1.256,1.317,-2.0281
2018-02-05,1.282,1.343,-3.609
2018-02-02,1.33,1.391,-0.6721
2018-02-01,1.339,1.4,-2.7596
2018-01-31,1.377,1.438,1.3991
2018-01-30,1.358,1.419,-0.6584
2018-01-29,1.367,1.428,-4.2717
2018-01-26,1.428,1.489,0.6342
2018-01-25,1.419,1.48,-0.8386
2018-01-24,1.431,1.492,-1.3784
2018-01-23,1.451,1.512,-0.0689
2018-01-22,1.452,1.513,2.9057
2018-01-19,1.411,1.472,-1.4665
2018-01-18,1.432,1.493,1.3447
2018-01-17,1.413,1.474,-2.8866
2018-01-16,1.455,1.516,1.8195
2018-01-15,1.429,1.49,0.3511
2018-01-12,1.424,1.485,1.0646
2018-01-11,1.409,1.47,-0.7746
2018-01-10,1.42,1.481,1.3562
2018-01-09,1.401,1.462,2.6374
2018-01-08,1.365,1.426,-0.0732
2018-01-05,1.366,1.427,0.6632
2018-01-04,1.357,1.418,2.2607
2018-01-03,1.327,1.388,0.3023
2018-01-02,1.323,1.384,0.2273
2017-12-31,1.32,1.381,--
2017-12-29,1.32,1.381,-0.8264
2017-12-28,1.331,1.392,3.1783
2017-12-27,1.29,1.351,-1.8265
2017-12-26,1.314,1.375,-0.5299
2017-12-25,1.321,1.382,0.3037
2017-12-22,1.317,1.378,-0.8283
2017-12-21,1.328,1.389,-0.2254
2017-12-20,1.331,1.392,2.2273
2017-12-19,1.302,1.363,0.8521
2017-12-18,1.291,1.352,1.3344
2017-12-15,1.274,1.335,-0.856
2017-12-14,1.285,1.346,-0.0778
2017-12-13,1.286,1.347,2.4701
2017-12-12,1.255,1.316,-0.2385
2017-12-11,1.258,1.319,2.0276
2017-12-08,1.233,1.294,1.1485
2017-12-07,1.219,1.28,-1.4551
2017-12-06,1.237,1.298,-0.1614
2017-12-05,1.239,1.3,-0.6415
2017-12-04,1.247,1.308,2.7183
2017-12-01,1.214,1.275,0.2025
2017-11-30,1.234,1.273,-0.9631
2017-11-29,1.246,1.285,-1.6575
2017-11-28,1.267,1.306,1.5224
2017-11-27,1.248,1.287,-1.2658
2017-11-24,1.264,1.303,0
2017-11-23,1.264,1.303,-4.2424
2017-11-22,1.32,1.359,-2.7266
2017-11-21,1.357,1.396,1.8005
2017-11-20,1.333,1.372,-1.2593
2017-11-17,1.35,1.389,-3.0869
2017-11-16,1.393,1.432,2.3512
2017-11-15,1.361,1.4,1.3403
2017-11-14,1.343,1.382,-2.4691
2017-11-13,1.377,1.416,-0.8639
2017-11-10,1.389,1.428,2.2075
2017-11-09,1.359,1.398,0.2952
2017-11-08,1.355,1.394,-0.514
2017-11-07,1.362,1.401,-0.3658
2017-11-06,1.367,1.406,2.9367
2017-11-03,1.328,1.367,0.3021
2017-11-02,1.324,1.363,0.5315
2017-11-01,1.317,1.356,0.3811
2017-10-31,1.312,1.351,0.0763
2017-10-30,1.311,1.35,-0.907
2017-10-27,1.323,1.362,2.3202
2017-10-26,1.293,1.332,1.811
2017-10-25,1.27,1.309,-0.7813
2017-10-24,1.28,1.319,0.2349
2017-10-23,1.277,1.316,0.4721
2017-10-20,1.271,1.31,-1.3964
2017-10-19,1.289,1.328,1.9778
2017-10-18,1.264,1.303,1.201
2017-10-17,1.249,1.288,-0.08
2017-10-16,1.25,1.289,-2.0376
2017-10-13,1.276,1.315,0.3145
2017-10-12,1.272,1.311,-0.78
2017-10-11,1.282,1.321,2.7244
2017-10-10,1.248,1.287,1.381
2017-10-09,1.231,1.27,0.5719
2017-09-29,1.224,1.263,-0.5686
2017-09-28,1.231,1.27,2.3275
2017-09-27,1.203,1.242,-0.2488
2017-09-26,1.206,1.245,-0.2481
2017-09-25,1.209,1.248,1.4262
2017-09-22,1.192,1.231,0.1681
2017-09-21,1.19,1.229,-0.9159
2017-09-20,1.201,1.24,1.0943
2017-09-19,1.188,1.227,-0.7519
2017-09-18,1.197,1.236,2.6587
2017-09-15,1.166,1.205,-0.5968
2017-09-14,1.173,1.212,-0.1702
2017-09-13,1.175,1.214,1.9081
2017-09-12,1.153,1.192,2.2163
2017-09-11,1.128,1.167,0.8043
2017-09-08,1.119,1.158,-1.2357
2017-09-07,1.133,1.172,-0.5268
2017-09-06,1.139,1.178,-0.6975
2017-09-05,1.147,1.186,0.0873
2017-09-04,1.146,1.185,-0.9507
2017-09-01,1.157,1.196,0.3469
2017-08-31,1.153,1.192,-0.5177
2017-08-30,1.159,1.198,0.695
2017-08-29,1.151,1.19,0.4363
2017-08-28,1.146,1.185,1.1474
2017-08-25,1.133,1.172,1.0705
2017-08-24,1.121,1.16,-1.5803
2017-08-23,1.139,1.178,0.8857
2017-08-22,1.129,1.168,-1.7406
2017-08-21,1.149,1.188,-0.4333
2017-08-18,1.154,1.193,-0.4314
2017-08-17,1.159,1.198,-0.7705
2017-08-16,1.168,1.207,-0.2562
2017-08-15,1.171,1.21,-0.1705
2017-08-14,1.173,1.212,1.6464
2017-08-11,1.154,1.193,-2.5338
2017-08-10,1.184,1.223,0.8518
2017-08-09,1.174,1.213,2.8922
2017-08-08,1.141,1.18,-0.3493
2017-08-07,1.145,1.184,3.0603
2017-08-04,1.111,1.15,-0.8036
2017-08-03,1.12,1.159,-0.7972
2017-08-02,1.129,1.168,-1.2248
2017-08-01,1.143,1.182,0.1753
2017-07-31,1.141,1.18,1.4222
2017-07-28,1.125,1.164,3.4007
2017-07-27,1.088,1.127,0.8341
2017-07-26,1.079,1.118,-1.0092
2017-07-25,1.09,1.129,-0.4566
2017-07-24,1.095,1.134,1.3889
2017-07-21,1.08,1.119,1.2184
2017-07-20,1.067,1.106,1.3295
2017-07-19,1.053,1.092,1.5429
2017-07-18,1.037,1.076,0.8755
2017-07-17,1.028,1.067,-3.1103
2017-07-14,1.061,1.1,0.7597
2017-07-13,1.053,1.092,0.5731
2017-07-12,1.047,1.086,-0.8523
2017-07-11,1.056,1.095,0.3802
2017-07-10,1.052,1.091,0.5736
2017-07-07,1.046,1.085,-0.381
2017-07-06,1.05,1.089,-0.4739
2017-07-05,1.055,1.094,0.8604
2017-07-04,1.046,1.085,-1.0407
2017-07-03,1.057,1.096,-1.1225
2017-06-30,1.069,1.108,0.3756
2017-06-29,1.065,1.104,0.094
2017-06-28,1.064,1.103,-1.3902
2017-06-27,1.079,1.118,0
2017-06-26,1.079,1.118,2.4691
2017-06-23,1.053,1.092,0.3813
2017-06-22,1.049,1.088,-0.8507
2017-06-21,1.058,1.097,1.633
2017-06-20,1.041,1.08,-0.2874
2017-06-19,1.044,1.083,0.578
2017-06-16,1.038,1.077,-0.5747
2017-06-15,1.044,1.083,-1.1364
2017-06-14,1.056,1.095,-0.565
2017-06-13,1.062,1.101,-0.0941
2017-06-12,1.063,1.102,1.4313
2017-06-09,1.048,1.087,0.6724
2017-06-08,1.041,1.08,0.8721
2017-06-07,1.032,1.071,2.8913
2017-06-06,1.003,1.042,1.4156
2017-06-05,0.989,1.028,-0.603
2017-06-02,0.995,1.034,-0.3006
2017-06-01,0.998,1.037,-0.1001
2017-05-31,0.999,1.038,-0.3988
2017-05-26,1.003,1.042,0.0998
2017-05-25,1.002,1.041,0.4008
2017-05-24,0.998,1.037,-0.4985
2017-05-23,1.003,1.042,1.2109
2017-05-22,0.991,1.03,-0.8008
2017-05-19,0.999,1.038,0.6042
2017-05-18,0.993,1.032,-0.4012
2017-05-17,0.997,1.036,-1.0913
2017-05-16,1.008,1.047,2.439
2017-05-15,0.984,1.023,1.2346
2017-05-12,0.972,1.011,0.2062
2017-05-11,0.97,1.009,0.3102
2017-05-10,0.967,1.006,-0.9221
2017-05-09,0.976,1.015,0.8264
2017-05-08,0.968,1.007,-2.1234
2017-05-05,0.989,1.028,-0.7028
2017-05-04,0.996,1.035,-0.3003
2017-05-03,0.999,1.038,0.7056
2017-05-02,0.992,1.031,-0.998
2017-04-28,1.002,1.041,-2.3392
2017-04-27,1.026,1.065,0.2933
2017-04-26,1.023,1.062,-0.7759
2017-04-25,1.031,1.07,2.3833
2017-04-24,1.007,1.046,-2.4225
2017-04-21,1.032,1.071,-1.5267
2017-04-20,1.048,1.087,2.7451
2017-04-19,1.02,1.059,-0.3906
2017-04-18,1.024,1.063,1.7893
2017-04-17,1.006,1.045,0.0995
2017-04-14,1.005,1.044,-1.0827
2017-04-13,1.016,1.055,1.1952
2017-04-12,1.004,1.043,0.9045
2017-04-11,0.995,1.034,-0.1004
2017-04-10,0.996,1.035,-2.3529
2017-04-07,1.02,1.059,-0.5848
2017-04-06,1.026,1.065,0
2017-04-05,1.026,1.065,0.9843
2017-03-31,1.016,1.055,0.0985
2017-03-30,1.015,1.054,-1.1685
2017-03-29,1.027,1.066,0
2017-03-28,1.027,1.066,-0.2913
2017-03-27,1.03,1.069,-1.4354
2017-03-24,1.045,1.084,-0.0956
2017-03-23,1.046,1.085,-0.759
2017-03-22,1.054,1.093,0.095
2017-03-21,1.053,1.092,3.0333
2017-03-20,1.022,1.061,0.4916
2017-03-17,1.017,1.056,0
2017-03-16,1.017,1.056,0
2017-03-15,1.017,1.056,0.197
2017-03-14,1.015,1.054,-0.8789
2017-03-13,1.024,1.063,1.5873
2017-03-10,1.008,1.047,0.1988
2017-03-09,1.006,1.045,-0.4946
2017-03-08,1.011,1.05,-0.4921
2017-03-07,1.016,1.055,1.9057
2017-03-06,0.997,1.036,0.6054
2017-03-03,0.991,1.03,0.3036
2017-03-02,0.988,1.027,0
2017-03-01,0.988,1.027,0.7136
2017-02-28,0.981,1.02,0.5123
2017-02-27,0.976,1.015,-2.2044
2017-02-24,0.998,1.037,-0.1001
2017-02-23,0.999,1.038,-0.7944
2017-02-22,1.007,1.046,1.7172
2017-02-21,0.99,1.029,-0.1009
2017-02-20,0.991,1.03,3.1217
2017-02-17,0.961,1.0,0.9454
2017-02-16,0.952,0.991,0.1052
2017-02-15,0.951,0.99,-0.9375
2017-02-14,0.96,0.999,0.5236
2017-02-13,0.955,0.994,2.358
2017-02-10,0.933,0.972,0.2148
2017-02-09,0.931,0.97,1.5267
2017-02-08,0.917,0.956,0.5482
2017-02-07,0.912,0.951,-0.1095
2017-02-06,0.913,0.952,0.7726
2017-02-03,0.906,0.945,-0.5488
2017-01-26,0.911,0.95,-0.1096
2017-01-25,0.912,0.951,0.1098
2017-01-24,0.911,0.95,0.1099
2017-01-23,0.91,0.949,0.4415
2017-01-20,0.906,0.945,0.7786
2017-01-19,0.899,0.938,-0.663
2017-01-18,0.905,0.944,1.0045
2017-01-17,0.896,0.935,1.1287
2017-01-16,0.886,0.925,-1.4461
2017-01-13,0.899,0.938,-1.1001
2017-01-12,0.909,0.948,-0.6557
2017-01-11,0.915,0.954,-1.4009
2017-01-10,0.928,0.967,0.1079
2017-01-09,0.927,0.966,0.108
2017-01-06,0.926,0.965,-0.3229
2017-01-05,0.929,0.968,-0.3219
2017-01-04,0.932,0.971,2.4176
2017-01-03,0.91,0.949,0.6637
2016-12-31,0.904,0.943,0
2016-12-30,0.904,0.943,1.573
2016-12-29,0.89,0.929,0.1125
2016-12-28,0.889,0.928,-0.3363
2016-12-27,0.892,0.931,0.1122
2016-12-26,0.891,0.93,0.225
2016-12-23,0.889,0.928,-1.5504
2016-12-22,0.903,0.942,-0.7692
2016-12-21,0.91,0.949,0.5525
2016-12-20,0.905,0.944,-0.7675
2016-12-19,0.912,0.951,0.33
2016-12-16,0.909,0.948,0.1101
2016-12-15,0.908,0.947,-0.2198
2016-12-14,0.91,0.949,-0.5464
2016-12-13,0.915,0.954,2.5785
2016-12-12,0.892,0.931,-3.6717
2016-12-09,0.926,0.965,-0.2155
2016-12-08,0.928,0.967,1.0893
2016-12-07,0.918,0.957,0.3279
2016-12-06,0.915,0.954,1.2168
2016-12-05,0.904,0.943,-0.7684
2016-12-02,0.911,0.95,-0.6543
2016-12-01,0.917,0.956,0.1594
2016-11-30,0.938,0.954,-1.367
2016-11-29,0.951,0.967,0.9554
2016-11-28,0.942,0.958,0
2016-11-25,0.942,0.958,0.3195
2016-11-24,0.939,0.955,0.3205
2016-11-23,0.936,0.952,0.8621
2016-11-22,0.928,0.944,0.3243
2016-11-21,0.925,0.941,0
2016-11-18,0.925,0.941,-0.4306
2016-11-17,0.929,0.945,-0.5353
2016-11-16,0.934,0.95,-0.5325
2016-11-15,0.939,0.955,0.9677
2016-11-14,0.93,0.946,-0.3215
2016-11-11,0.933,0.949,-0.3205
2016-11-10,0.936,0.952,0.8621
2016-11-09,0.928,0.944,-0.5359
2016-11-08,0.933,0.949,1.0834
2016-11-07,0.923,0.939,-0.1082
2016-11-04,0.924,0.94,-0.9646
2016-11-03,0.933,0.949,0.5388
2016-11-02,0.928,0.944,-1.3815
2016-11-01,0.941,0.957,1.2917
2016-10-31,0.929,0.945,-0.1075
2016-10-28,0.93,0.946,-0.1074
2016-10-27,0.931,0.947,-0.2144
2016-10-26,0.933,0.949,1.3029
2016-10-25,0.921,0.937,1.768
2016-10-24,0.905,0.921,0.5556
2016-10-21,0.9,0.916,-0.4425
2016-10-20,0.904,0.92,-0.6593
2016-10-19,0.91,0.926,0.5525
2016-10-18,0.905,0.921,1.5713
2016-10-17,0.891,0.907,-0.4469
2016-10-14,0.895,0.911,0.1119
2016-10-13,0.894,0.91,-0.1117
2016-10-12,0.895,0.911,0
2016-10-11,0.895,0.911,0.4489
2016-10-10,0.891,0.907,1.5964
2016-09-30,0.877,0.893,1.1534
2016-09-29,0.867,0.883,0.814
2016-09-28,0.86,0.876,-0.232
2016-09-27,0.862,0.878,0.5834
2016-09-26,0.857,0.873,-2.1689
2016-09-23,0.876,0.892,-0.114
2016-09-22,0.877,0.893,1.2702
2016-09-21,0.866,0.882,0
2016-09-20,0.866,0.882,-0.3452
2016-09-19,0.869,0.885,1.0465
2016-09-14,0.86,0.876,0
2016-09-13,0.86,0.876,0.7026
2016-09-12,0.854,0.87,-3.0647
2016-09-09,0.881,0.897,-0.7883
2016-09-08,0.888,0.904,-0.1125
2016-09-07,0.889,0.905,-0.7813
2016-09-06,0.896,0.912,1.0147
2016-09-05,0.887,0.903,0.5669
2016-09-02,0.882,0.898,-0.7874
2016-09-01,0.889,0.905,-0.7813
2016-08-31,0.896,0.912,0.7874
2016-08-30,0.889,0.905,0
2016-08-29,0.889,0.905,-0.1124
2016-08-26,0.89,0.906,0
2016-08-25,0.89,0.906,-0.7804
2016-08-24,0.897,0.913,-0.3333
2016-08-23,0.9,0.916,-0.3322
2016-08-22,0.903,0.919,-0.5507
2016-08-19,0.908,0.924,-0.2198
2016-08-18,0.91,0.926,-0.4376
2016-08-17,0.914,0.93,0.4396
2016-08-16,0.91,0.926,-0.9793
2016-08-15,0.919,0.935,1.8847
2016-08-12,0.902,0.918,0.3337
2016-08-11,0.899,0.915,-0.3326
2016-08-10,0.902,0.918,-0.2212
2016-08-09,0.904,0.92,1.6873
2016-08-08,0.889,0.905,1.1377
2016-08-05,0.879,0.895,-0.227
2016-08-04,0.881,0.897,0.1136
2016-08-03,0.88,0.896,0.1138
2016-08-02,0.879,0.895,0.1139
2016-08-01,0.878,0.894,-2.9834
2016-07-29,0.905,0.921,-0.2205
2016-07-28,0.907,0.923,0.6659
2016-07-27,0.901,0.917,-2.4892
2016-07-26,0.924,0.94,2.2124
2016-07-25,0.904,0.92,0.4444
2016-07-22,0.9,0.916,-1.4239
2016-07-21,0.913,0.929,0.6615
2016-07-20,0.907,0.923,-0.22
2016-07-19,0.909,0.925,-2.0474
2016-07-18,0.928,0.944,-0.8547
2016-07-15,0.936,0.952,0.3215
2016-07-14,0.933,0.949,-0.4269
2016-07-13,0.937,0.953,-1.2645
2016-07-12,0.949,0.965,1.1727
2016-07-11,0.938,0.954,2.4017
2016-07-08,0.916,0.932,0
2016-07-07,0.916,0.932,-1.3994
2016-07-06,0.929,0.945,5.2095
2016-07-05,0.883,0.899,0.9143
2016-07-04,0.875,0.891,1.1561
2016-07-01,0.865,0.881,-0.4603
2016-06-30,0.869,0.885,0.8121
2016-06-29,0.862,0.878,-0.4619
2016-06-28,0.866,0.882,0.3476
2016-06-27,0.863,0.879,2.7381
2016-06-24,0.84,0.856,-1.1765
2016-06-23,0.85,0.866,-0.5848
2016-06-22,0.855,0.871,1.0638
2016-06-21,0.846,0.862,-1.2835
2016-06-20,0.857,0.873,-0.58
2016-06-17,0.862,0.878,1.6509
2016-06-16,0.848,0.864,0.355
2016-06-15,0.845,0.861,2.1765
2016-06-14,0.827,0.843,2.0988
2016-06-13,0.81,0.826,-3.11
2016-06-08,0.836,0.852,-1.5312
2016-06-07,0.849,0.865,0.8314
2016-06-06,0.842,0.858,-0.5903
2016-06-03,0.847,0.863,2.7913
2016-06-02,0.824,0.84,0.9804
2016-06-01,0.816,0.832,0.2457
2016-05-31,0.814,0.83,3.4307
2016-05-30,0.787,0.803,-0.2535
2016-05-27,0.789,0.805,0.5096
2016-05-26,0.785,0.801,-0.3807
2016-05-25,0.788,0.804,-0.3793
2016-05-24,0.791,0.807,-1.6169
2016-05-23,0.804,0.82,1.005
2016-05-20,0.796,0.812,1.0152
2016-05-19,0.788,0.804,-0.2532
2016-05-18,0.79,0.806,-1.6189
2016-05-17,0.803,0.819,-1.5931
2016-05-16,0.816,0.832,1.2407
2016-05-13,0.806,0.822,-0.6165
2016-05-12,0.811,0.827,-0.9768
2016-05-11,0.819,0.835,2.375
2016-05-10,0.8,0.816,1.1378
2016-05-09,0.791,0.807,-0.7528
2016-05-06,0.797,0.813,-3.6276
2016-05-05,0.827,0.843,0.2424
2016-05-04,0.825,0.841,-0.9604
2016-05-03,0.833,0.849,6.1146
2016-04-29,0.785,0.801,1.6839
2016-04-28,0.772,0.788,-0.2584
2016-04-27,0.774,0.79,0.2591
2016-04-26,0.772,0.788,0.6519
2016-04-25,0.767,0.783,0.3927
2016-04-22,0.764,0.78,1.3263
2016-04-21,0.754,0.77,0
2016-04-20,0.754,0.77,-2.9601
2016-04-19,0.777,0.793,0.1289
2016-04-18,0.776,0.792,-1.3977
2016-04-15,0.787,0.803,-0.1269
2016-04-14,0.788,0.804,0.8963
2016-04-13,0.781,0.797,0.6443
2016-04-12,0.776,0.792,-0.1287
2016-04-11,0.777,0.793,0.6477
2016-04-08,0.772,0.788,-1.4049
2016-04-07,0.783,0.799,-2.125
2016-04-06,0.8,0.816,1.7812
2016-04-05,0.786,0.802,1.4194
2016-04-01,0.775,0.791,-0.641
2016-03-31,0.78,0.796,-0.128
2016-03-30,0.781,0.797,1.8253
2016-03-29,0.767,0.783,-1.7926
2016-03-28,0.781,0.797,1.6927
2016-03-25,0.768,0.784,1.1858
2016-03-24,0.759,0.775,0.1319
2016-03-23,0.758,0.774,0.1321
2016-03-22,0.757,0.773,0
2016-03-21,0.757,0.773,1.4745
2016-03-18,0.746,0.762,1.6349
2016-03-17,0.734,0.75,1.5214
2016-03-16,0.723,0.739,-0.5502
2016-03-15,0.727,0.743,0
2016-03-14,0.727,0.743,1.3947
2016-03-11,0.717,0.733,-0.4167
2016-03-10,0.72,0.736,0.4184
2016-03-09,0.717,0.733,-1.511
2016-03-08,0.728,0.744,-0.6821
2016-03-07,0.733,0.749,1.3831
2016-03-04,0.723,0.739,0.5563
2016-03-03,0.719,0.735,0.9831
2016-03-02,0.712,0.728,4.3988
2016-03-01,0.682,0.698,1.9432
2016-02-29,0.669,0.685,-3.8793
2016-02-26,0.696,0.712,1.1628
2016-02-25,0.688,0.704,-6.3946
2016-02-24,0.735,0.751,0.4098
2016-02-23,0.732,0.748,1.6667
2016-02-22,0.72,0.736,2.2727
2016-02-19,0.704,0.72,-0.1418
2016-02-18,0.705,0.721,-0.4237
2016-02-17,0.708,0.724,0.4255
2016-02-16,0.705,0.721,3.0702
2016-02-15,0.684,0.7,-1.5827
2016-02-05,0.695,0.711,-1.4184
2016-02-04,0.705,0.721,0.7143
2016-02-03,0.7,0.716,-0.1427
2016-02-02,0.701,0.717,2.0378
2016-02-01,0.687,0.703,-0.7225
2016-01-29,0.692,0.708,3.1297
2016-01-28,0.671,0.687,-2.7536
2016-01-27,0.69,0.706,-0.7194
2016-01-26,0.695,0.711,-4.7945
2016-01-25,0.73,0.746,1.108
2016-01-22,0.722,0.738,0.838
2016-01-21,0.716,0.732,-2.981
2016-01-20,0.738,0.754,-1.8617
2016-01-19,0.752,0.768,3.7241
2016-01-18,0.725,0.741,0.8345
2016-01-15,0.719,0.735,-2.969
2016-01-14,0.741,0.757,2.3481
2016-01-13,0.724,0.74,-1.4966
2016-01-12,0.735,0.751,-0.2714
2016-01-11,0.737,0.753,-5.7545
2016-01-08,0.782,0.798,1.5584
2016-01-07,0.77,0.786,-7.2289
2016-01-06,0.83,0.846,2.091
2016-01-05,0.813,0.829,0.1232
2016-01-04,0.812,0.828,-7.3059
2015-12-31,0.876,0.892,0.1143
2015-12-30,0.875,0.891,0.2291
2015-12-29,0.873,0.889,1.3937
2015-12-28,0.861,0.877,-2.1591
2015-12-25,0.88,0.896,-0.4525
2015-12-24,0.884,0.9,0.1133
2015-12-23,0.883,0.899,-1.009
2015-12-22,0.892,0.908,-0.6682
2015-12-21,0.898,0.914,4.5402
2015-12-18,0.859,0.875,1.1779
2015-12-17,0.849,0.865,1.9208
2015-12-16,0.833,0.849,-0.1199
2015-12-15,0.834,0.85,0.7246
2015-12-14,0.828,0.844,1.845
2015-12-11,0.813,0.829,-0.1229
2015-12-10,0.814,0.83,-0.7317
2015-12-09,0.82,0.836,0.1221
2015-12-08,0.819,0.835,-2.6159
2015-12-07,0.841,0.857,0.358
2015-12-04,0.838,0.854,-0.9456
2015-12-03,0.846,0.862,0.5945
2015-12-02,0.841,0.857,2.4361
2015-12-01,0.821,0.837,1.7348
2015-11-30,0.823,0.823,0.2436
2015-11-27,0.821,0.821,-4.5349
2015-11-26,0.86,0.86,-0.578
2015-11-25,0.865,0.865,1.0514
2015-11-24,0.856,0.856,-0.2331
2015-11-23,0.858,0.858,-0.2326
2015-11-20,0.86,0.86,-0.1161
2015-11-19,0.861,0.861,0.9379
2015-11-18,0.853,0.853,-0.4667
2015-11-17,0.857,0.857,0.7051
2015-11-16,0.851,0.851,0.8294
2015-11-13,0.844,0.844,-1.9744
2015-11-12,0.861,0.861,-0.8065
2015-11-11,0.868,0.868,0
2015-11-10,0.868,0.868,-0.2299
2015-11-09,0.87,0.87,0.4619
2015-11-06,0.866,0.866,1.0502
2015-11-05,0.857,0.857,0.5869
2015-11-04,0.852,0.852,4.1565
2015-11-03,0.818,0.818,-0.1221
2015-11-02,0.819,0.819,-0.7273
2015-10-30,0.825,0.825,0.4872
2015-10-29,0.821,0.821,1.4833
2015-10-28,0.809,0.809,-1.4616
2015-10-27,0.821,0.821,0.122
2015-10-26,0.82,0.82,1.3597
2015-10-23,0.809,0.809,3.1888
2015-10-22,0.784,0.784,2.0833
2015-10-21,0.768,0.768,-4.2394
2015-10-20,0.802,0.802,0.6274
2015-10-19,0.797,0.797,-0.2503
2015-10-16,0.799,0.799,0.7566
2015-10-15,0.793,0.793,1.928
2015-10-14,0.778,0.778,-0.7653
2015-10-13,0.784,0.784,0.6418
2015-10-12,0.779,0.779,3.1788
2015-10-09,0.755,0.755,0.8011
2015-10-08,0.749,0.749,3.168
2015-09-30,0.726,0.726,0.554
2015-09-29,0.722,0.722,-0.8242
2015-09-28,0.728,0.728,0.4138
2015-09-25,0.725,0.725,-1.3605
2015-09-24,0.735,0.735,0.823
2015-09-23,0.729,0.729,-1.8843
2015-09-22,0.743,0.743,0.6775
2015-09-21,0.738,0.738,1.5131
2015-09-18,0.727,0.727,0.2759
2015-09-17,0.725,0.725,-2.027
2015-09-16,0.74,0.74,4.5198
2015-09-15,0.708,0.708,-3.1464
2015-09-14,0.731,0.731,-3.562
2015-09-11,0.758,0.758,0
2015-09-10,0.758,0.758,-1.5584
2015-09-09,0.77,0.77,2.8037
2015-09-08,0.749,0.749,2.7435
2015-09-07,0.729,0.729,-2.0161
2015-09-02,0.744,0.744,0.4049
2015-09-01,0.741,0.741,-3.1373
2015-08-31,0.765,0.765,-2.0487
2015-08-28,0.781,0.781,3.7185
2015-08-27,0.753,0.753,5.0209
2015-08-26,0.717,0.717,-0.5548
2015-08-25,0.721,0.721,-5.2562
2015-08-24,0.761,0.761,-9.2968
2015-08-21,0.839,0.839,-5.518
2015-08-20,0.888,0.888,-2.8446
