日期,单位净值,累计净值,涨跌幅
2020-08-13,2.1656,2.1656,-0.0923
2020-08-12,2.1676,2.1676,-1.4638
2020-08-11,2.1998,2.1998,0.6451
2020-08-10,2.1857,2.1857,-0.5777
2020-08-07,2.1984,2.1984,-1.5318
2020-08-06,2.2326,2.2326,-1.7515
2020-08-05,2.2724,2.2724,0.6199
2020-08-04,2.2584,2.2584,0.7225
2020-08-03,2.2422,2.2422,0.678
2020-07-31,2.2271,2.2271,-0.0852
2020-07-30,2.229,2.229,0.2383
2020-07-29,2.2237,2.2237,0.8389
2020-07-28,2.2052,2.2052,1.9039
2020-07-27,2.164,2.164,1.1215
2020-07-24,2.14,2.14,-4.5836
2020-07-23,2.2428,2.2428,1.9038
2020-07-22,2.2009,2.2009,-0.4838
2020-07-21,2.2116,2.2116,3.8554
2020-07-20,2.1295,2.1295,-0.7134
2020-07-17,2.1448,2.1448,1.4474
2020-07-16,2.1142,2.1142,-6.9331
2020-07-15,2.2717,2.2717,1.4695
2020-07-14,2.2388,2.2388,-1.0256
2020-07-13,2.262,2.262,2.0804
2020-07-10,2.2159,2.2159,-0.2521
2020-07-09,2.2215,2.2215,2.3969
2020-07-08,2.1695,2.1695,1.0903
2020-07-07,2.1461,2.1461,1.1786
2020-07-06,2.1211,2.1211,1.4153
2020-07-03,2.0915,2.0915,0.946
2020-07-02,2.0719,2.0719,3.2131
2020-07-01,2.0074,2.0074,2.0176
2020-06-30,1.9677,1.9677,0.8353
2020-06-29,1.9514,1.9514,-0.1688
2020-06-24,1.9547,1.9547,-0.4127
2020-06-23,1.9628,1.9628,2.6676
2020-06-22,1.9118,1.9118,-0.1671
2020-06-19,1.915,1.915,1.8725
2020-06-18,1.8798,1.8798,0.3202
2020-06-17,1.8738,1.8738,0.8124
2020-06-16,1.8587,1.8587,2.2894
2020-06-15,1.8171,1.8171,-2.1381
2020-06-12,1.8568,1.8568,0.6668
2020-06-11,1.8445,1.8445,-0.641
2020-06-10,1.8564,1.8564,1.4814
2020-06-09,1.8293,1.8293,0.1752
2020-06-08,1.8261,1.8261,-0.6799
2020-06-05,1.8386,1.8386,0.7452
2020-06-04,1.825,1.825,1.4622
2020-06-03,1.7987,1.7987,0.7957
2020-06-02,1.7845,1.7845,-0.585
2020-06-01,1.795,1.795,3.7332
2020-05-29,1.7304,1.7304,2.3784
2020-05-28,1.6902,1.6902,-0.8157
2020-05-27,1.7041,1.7041,-1.1199
2020-05-26,1.7234,1.7234,2.073
2020-05-25,1.6884,1.6884,2.4452
2020-05-22,1.6481,1.6481,-3.8785
2020-05-21,1.7146,1.7146,-0.1107
2020-05-20,1.7165,1.7165,0.0933
2020-05-19,1.7149,1.7149,1.3295
2020-05-18,1.6924,1.6924,2.2228
2020-05-15,1.6556,1.6556,-0.7315
2020-05-14,1.6678,1.6678,-0.2751
2020-05-13,1.6724,1.6724,2.275
2020-05-12,1.6352,1.6352,0.82
2020-05-11,1.6219,1.6219,0.2658
2020-05-08,1.6176,1.6176,0.8353
2020-05-07,1.6042,1.6042,0.5075
2020-05-06,1.5961,1.5961,0.9806
2020-04-30,1.5806,1.5806,-0.1579
2020-04-29,1.5831,1.5831,-0.715
2020-04-28,1.5945,1.5945,2.2705
2020-04-27,1.5591,1.5591,1.0303
2020-04-24,1.5432,1.5432,-0.9309
2020-04-23,1.5577,1.5577,0.9069
2020-04-22,1.5437,1.5437,1.9819
2020-04-21,1.5137,1.5137,-2.3419
2020-04-20,1.55,1.55,0.5058
2020-04-17,1.5422,1.5422,0.9756
2020-04-16,1.5273,1.5273,0.4142
2020-04-15,1.521,1.521,-0.1313
2020-04-14,1.523,1.523,0.9345
2020-04-13,1.5089,1.5089,-0.238
2020-04-10,1.5125,1.5125,-0.0198
2020-04-09,1.5128,1.5128,1.3873
2020-04-08,1.4921,1.4921,-0.9164
2020-04-07,1.5059,1.5059,2.9675
2020-04-03,1.4625,1.4625,0.5362
2020-04-02,1.4547,1.4547,1.8769
2020-04-01,1.4279,1.4279,-0.3281
2020-03-31,1.4326,1.4326,1.4877
2020-03-30,1.4116,1.4116,-1.514
2020-03-27,1.4333,1.4333,-0.313
2020-03-26,1.4378,1.4378,0.342
2020-03-25,1.4329,1.4329,3.871
2020-03-24,1.3795,1.3795,4.1918
2020-03-23,1.324,1.324,-3.0037
2020-03-20,1.365,1.365,5.2753
2020-03-19,1.2966,1.2966,-2.9927
2020-03-18,1.3366,1.3366,-3.0677
2020-03-17,1.3789,1.3789,0.5396
2020-03-16,1.3715,1.3715,-5.1259
2020-03-13,1.4456,1.4456,-0.5572
2020-03-12,1.4537,1.4537,-3.0737
2020-03-11,1.4998,1.4998,-0.3124
2020-03-10,1.5045,1.5045,1.5114
2020-03-09,1.4821,1.4821,-3.4903
2020-03-06,1.5357,1.5357,-1.406
2020-03-05,1.5576,1.5576,3.3988
2020-03-04,1.5064,1.5064,0.42
2020-03-03,1.5001,1.5001,1.5434
2020-03-02,1.4773,1.4773,1.5606
2020-02-28,1.4546,1.4546,-2.5785
2020-02-27,1.4931,1.4931,0.9533
2020-02-26,1.479,1.479,-1.3869
2020-02-25,1.4998,1.4998,0.5161
2020-02-24,1.4921,1.4921,-1.913
2020-02-21,1.5212,1.5212,-0.6271
2020-02-20,1.5308,1.5308,1.5456
2020-02-19,1.5075,1.5075,0.1927
2020-02-18,1.5046,1.5046,-1.0066
2020-02-17,1.5199,1.5199,0.0922
2020-02-14,1.5185,1.5185,0.8702
2020-02-13,1.5054,1.5054,-0.0332
2020-02-12,1.5059,1.5059,0.3331
2020-02-11,1.5009,1.5009,1.5494
2020-02-10,1.478,1.478,0.0609
2020-02-07,1.4771,1.4771,0
2020-02-06,1.4771,1.4771,2.3064
2020-02-05,1.4438,1.4438,1.7334
2020-02-04,1.4192,1.4192,2.1301
2020-02-03,1.3896,1.3896,-4.6063
2020-01-23,1.4567,1.4567,-2.653
2020-01-22,1.4964,1.4964,0.6051
2020-01-21,1.4874,1.4874,-1.8347
2020-01-20,1.5152,1.5152,0.2647
2020-01-17,1.5112,1.5112,0.6259
2020-01-16,1.5018,1.5018,1.1041
2020-01-15,1.4854,1.4854,0.1483
2020-01-14,1.4832,1.4832,-1.2517
2020-01-13,1.502,1.502,1.6513
2020-01-10,1.4776,1.4776,0.6265
2020-01-09,1.4684,1.4684,2.0431
2020-01-08,1.439,1.439,-0.7312
2020-01-07,1.4496,1.4496,1.1937
2020-01-06,1.4325,1.4325,-1.8163
2020-01-03,1.459,1.459,-0.5453
2020-01-02,1.467,1.467,-0.1429
2019-12-31,1.4691,1.4691,0.034
2019-12-30,1.4686,1.4686,0.658
2019-12-27,1.459,1.459,1.0108
2019-12-26,1.4444,1.4444,0.1942
2019-12-25,1.4416,1.4416,-0.5107
2019-12-24,1.449,1.449,-0.0414
2019-12-23,1.4496,1.4496,0.3253
2019-12-20,1.4449,1.4449,-0.0208
2019-12-19,1.4452,1.4452,-0.4203
2019-12-18,1.4513,1.4513,0.0069
2019-12-17,1.4512,1.4512,2.0176
2019-12-16,1.4225,1.4225,-0.4758
2019-12-13,1.4293,1.4293,1.5849
2019-12-12,1.407,1.407,0.4211
2019-12-11,1.4011,1.4011,0.1429
2019-12-10,1.3991,1.3991,0.1862
2019-12-09,1.3965,1.3965,-1.3283
2019-12-06,1.4153,1.4153,1.5863
2019-12-05,1.3932,1.3932,0.7958
2019-12-04,1.3822,1.3822,0.1377
2019-12-03,1.3803,1.3803,-0.4113
2019-12-02,1.386,1.386,-0.2447
2019-11-29,1.3894,1.3894,-2.8867
2019-11-28,1.4307,1.4307,-0.2579
2019-11-27,1.4344,1.4344,-0.292
2019-11-26,1.4386,1.4386,0.4539
2019-11-25,1.4321,1.4321,-0.5072
2019-11-22,1.4394,1.4394,-1.1129
2019-11-21,1.4556,1.4556,-0.75
2019-11-20,1.4666,1.4666,-0.2041
2019-11-19,1.4696,1.4696,1.8152
2019-11-18,1.4434,1.4434,0.2083
2019-11-15,1.4404,1.4404,-0.518
2019-11-14,1.4479,1.4479,-0.0414
2019-11-13,1.4485,1.4485,0.2839
2019-11-12,1.4444,1.4444,0.2916
2019-11-11,1.4402,1.4402,-1.5853
2019-11-08,1.4634,1.4634,-0.191
2019-11-07,1.4662,1.4662,0.6107
2019-11-06,1.4573,1.4573,-0.5595
2019-11-05,1.4655,1.4655,-0.2247
2019-11-04,1.4688,1.4688,0.796
2019-11-01,1.4572,1.4572,0.4204
2019-10-31,1.4511,1.4511,0.8198
2019-10-30,1.4393,1.4393,-0.3738
2019-10-29,1.4447,1.4447,0.2776
2019-10-28,1.4407,1.4407,1.2652
2019-10-25,1.4227,1.4227,1.5779
2019-10-24,1.4006,1.4006,-0.7371
2019-10-23,1.411,1.411,-1.0796
2019-10-22,1.4264,1.4264,0.1474
2019-10-21,1.4243,1.4243,-0.2731
2019-10-18,1.4282,1.4282,-0.7022
2019-10-17,1.4383,1.4383,-0.0625
2019-10-16,1.4392,1.4392,-0.4358
2019-10-15,1.4455,1.4455,0.8723
2019-10-14,1.433,1.433,0.2519
2019-10-11,1.4294,1.4294,0.8039
2019-10-10,1.418,1.418,1.3726
2019-10-09,1.3988,1.3988,-0.7591
2019-10-08,1.4095,1.4095,1.0902
2019-09-30,1.3943,1.3943,-0.3003
2019-09-27,1.3985,1.3985,-0.0929
2019-09-26,1.3998,1.3998,-0.0143
2019-09-25,1.4,1.4,-1.1299
2019-09-24,1.416,1.416,1.2586
2019-09-23,1.3984,1.3984,-1.0823
2019-09-20,1.4137,1.4137,0.2127
2019-09-19,1.4107,1.4107,-0.6199
2019-09-18,1.4195,1.4195,1.335
2019-09-17,1.4008,1.4008,-0.1924
2019-09-16,1.4035,1.4035,-0.609
2019-09-12,1.4121,1.4121,0.8643
2019-09-11,1.4,1.4,-2.0979
2019-09-10,1.43,1.43,-0.9764
2019-09-09,1.4441,1.4441,-0.8718
2019-09-06,1.4568,1.4568,0.2822
2019-09-05,1.4527,1.4527,0.6164
2019-09-04,1.4438,1.4438,0.1943
2019-09-03,1.441,1.441,-0.6892
2019-09-02,1.451,1.451,0.9883
2019-08-30,1.4368,1.4368,1.7636
2019-08-29,1.4119,1.4119,1.957
2019-08-28,1.3848,1.3848,-0.8307
2019-08-27,1.3964,1.3964,1.4531
2019-08-26,1.3764,1.3764,-1.6927
2019-08-23,1.4001,1.4001,1.2804
2019-08-22,1.3824,1.3824,1.3638
2019-08-21,1.3638,1.3638,-0.0073
2019-08-20,1.3639,1.3639,0.2278
2019-08-19,1.3608,1.3608,1.7344
2019-08-16,1.3376,1.3376,1.2643
2019-08-15,1.3209,1.3209,-0.1663
2019-08-14,1.3231,1.3231,1.2938
2019-08-13,1.3062,1.3062,-0.7974
2019-08-12,1.3167,1.3167,2.2283
2019-08-09,1.288,1.288,-1.0297
2019-08-08,1.3014,1.3014,1.4025
2019-08-07,1.2834,1.2834,0.0702
2019-08-06,1.2825,1.2825,0.6198
2019-08-05,1.2746,1.2746,-1.9765
2019-08-02,1.3003,1.3003,-1.7307
2019-08-01,1.3232,1.3232,--
2019-07-30,1.3432,1.3432,-0.2303
2019-07-29,1.3463,1.3463,0.5752
2019-07-26,1.3386,1.3386,-0.0523
2019-07-25,1.3393,1.3393,1.0869
2019-07-24,1.3249,1.3249,0.0604
2019-07-23,1.3241,1.3241,-0.4211
2019-07-22,1.3297,1.3297,-0.3672
2019-07-19,1.3346,1.3346,0.7702
2019-07-18,1.3244,1.3244,-0.9868
2019-07-17,1.3376,1.3376,0.0598
2019-07-16,1.3368,1.3368,-0.8014
2019-07-15,1.3476,1.3476,0.052
2019-07-12,1.3469,1.3469,0.4774
2019-07-11,1.3405,1.3405,-0.4899
2019-07-10,1.3471,1.3471,0.8761
2019-07-09,1.3354,1.3354,-0.3582
2019-07-08,1.3402,1.3402,-1.6006
2019-07-05,1.362,1.362,2.0072
2019-07-04,1.3352,1.3352,-0.7581
2019-07-03,1.3454,1.3454,-1.255
2019-07-02,1.3625,1.3625,--
2019-06-30,1.3183,1.3183,--
2019-06-28,1.3184,1.3184,0.2662
2019-06-27,1.3149,1.3149,2.0647
2019-06-26,1.2883,1.2883,0
2019-06-25,1.2883,1.2883,-0.4174
2019-06-24,1.2937,1.2937,1.0466
2019-06-21,1.2803,1.2803,0.0938
2019-06-20,1.2791,1.2791,2.7637
2019-06-19,1.2447,1.2447,2.1921
2019-06-18,1.218,1.218,1.2132
2019-06-17,1.2034,1.2034,0.0582
2019-06-14,1.2027,1.2027,-0.5046
2019-06-13,1.2088,1.2088,-0.338
2019-06-12,1.2129,1.2129,-1.3421
2019-06-11,1.2294,1.2294,3.1116
2019-06-10,1.1923,1.1923,2.7402
2019-06-06,1.1605,1.1605,-0.6336
2019-06-05,1.1679,1.1679,-0.9247
2019-06-04,1.1788,1.1788,-1.6601
2019-06-03,1.1987,1.1987,0.1671
2019-05-31,1.1967,1.1967,-0.565
2019-05-30,1.2035,1.2035,-0.6193
2019-05-29,1.211,1.211,-0.2882
2019-05-28,1.2145,1.2145,1.6063
2019-05-27,1.1953,1.1953,0.8607
2019-05-24,1.1851,1.1851,0.6283
2019-05-23,1.1777,1.1777,-2.7659
2019-05-22,1.2112,1.2112,-0.2224
2019-05-21,1.2139,1.2139,0.4967
2019-05-20,1.2079,1.2079,-2.1468
2019-05-17,1.2344,1.2344,-2.187
2019-05-16,1.262,1.262,1.0166
2019-05-15,1.2493,1.2493,3.9957
2019-05-14,1.2013,1.2013,--
2019-05-10,1.2182,1.2182,4.2801
2019-05-09,1.1682,1.1682,-3.2627
2019-05-08,1.2076,1.2076,-0.7724
2019-05-07,1.217,1.217,1.6539
2019-05-06,1.1972,1.1972,-4.9389
2019-04-30,1.2594,1.2594,--
2019-04-26,1.2361,1.2361,0.3735
2019-04-25,1.2315,1.2315,-1.6766
2019-04-24,1.2525,1.2525,-0.3421
2019-04-23,1.2568,1.2568,--
2019-04-18,1.2444,1.2444,-0.448
2019-04-17,1.25,1.25,0.3049
2019-04-16,1.2462,1.2462,1.6311
2019-04-15,1.2262,1.2262,-1.0171
2019-04-12,1.2388,1.2388,-0.137
2019-04-11,1.2405,1.2405,-2.5147
2019-04-10,1.2725,1.2725,0.6964
2019-04-09,1.2637,1.2637,1.4368
2019-04-08,1.2458,1.2458,1.3422
2019-04-04,1.2293,1.2293,0.7375
2019-04-03,1.2203,1.2203,0.9597
2019-04-02,1.2087,1.2087,-0.6575
2019-04-01,1.2167,1.2167,1.0045
2019-03-29,1.2046,1.2046,2.5017
2019-03-28,1.1752,1.1752,0.5132
2019-03-27,1.1692,1.1692,1.3874
2019-03-26,1.1532,1.1532,0.2957
2019-03-25,1.1498,1.1498,-2.5263
2019-03-22,1.1796,1.1796,0.7516
2019-03-21,1.1708,1.1708,-0.6702
2019-03-20,1.1787,1.1787,-0.5316
2019-03-19,1.185,1.185,-0.6539
2019-03-18,1.1928,1.1928,4.0384
2019-03-15,1.1465,1.1465,1.6581
2019-03-14,1.1278,1.1278,0.3292
2019-03-13,1.1241,1.1241,-0.1333
2019-03-12,1.1256,1.1256,0.6888
2019-03-11,1.1179,1.1179,3.2321
2019-03-08,1.0829,1.0829,-2.0975
2019-03-07,1.1061,1.1061,-2.5463
2019-03-06,1.135,1.135,-0.3774
2019-03-05,1.1393,1.1393,0.2023
2019-03-04,1.137,1.137,1.3008
2019-03-01,1.1224,1.1224,2.8027
2019-02-28,1.0918,1.0918,0.8219
2019-02-27,1.0829,1.0829,-0.624
2019-02-26,1.0897,1.0897,-1.331
2019-02-25,1.1044,1.1044,2.0702
2019-02-22,1.082,1.082,0.9328
2019-02-21,1.072,1.072,0.028
2019-02-20,1.0717,1.0717,0.2244
2019-02-19,1.0693,1.0693,-0.7426
2019-02-18,1.0773,1.0773,2.5121
2019-02-15,1.0509,1.0509,-2.1417
2019-02-14,1.0739,1.0739,0.327
2019-02-13,1.0704,1.0704,1.2773
2019-02-12,1.0569,1.0569,0.8974
2019-02-11,1.0475,1.0475,--
2019-01-30,0.9954,0.9954,-0.7082
2019-01-29,1.0025,1.0025,0.4308
2019-01-28,0.9982,0.9982,0.0702
2019-01-25,0.9975,0.9975,1.2793
2019-01-24,0.9849,0.9849,0.326
2019-01-23,0.9817,0.9817,-0.3148
2019-01-22,0.9848,0.9848,-1.3918
2019-01-21,0.9987,0.9987,0.5538
2019-01-18,0.9932,0.9932,2.339
2019-01-17,0.9705,0.9705,-0.1338
2019-01-16,0.9718,0.9718,0.3097
2019-01-15,0.9688,0.9688,2.9215
2019-01-14,0.9413,0.9413,-1.5067
2019-01-11,0.9557,0.9557,0.6
2019-01-10,0.95,0.95,0.285
2019-01-09,0.9473,0.9473,1.5109
2019-01-08,0.9332,0.9332,0.1825
2019-01-07,0.9315,0.9315,0.5071
2019-01-04,0.9268,0.9268,0.7501
2019-01-03,0.9199,0.9199,-1.1498
2019-01-02,0.9306,0.9306,--
2018-12-31,0.9471,0.9471,--
2018-12-21,0.9404,0.9404,-0.7912
2018-12-20,0.9479,0.9479,-0.3679
2018-12-19,0.9514,0.9514,-0.8028
2018-12-18,0.9591,0.9591,-0.5289
2018-12-17,0.9642,0.9642,-0.4748
2018-12-14,0.9688,0.9688,-1.0217
2018-12-13,0.9788,0.9788,1.1366
2018-12-12,0.9678,0.9678,0.4984
2018-12-11,0.963,0.963,0.6375
2018-12-10,0.9569,0.9569,-0.6747
2018-12-07,0.9634,0.9634,-0.1761
2018-12-06,0.9651,0.9651,-2.5545
2018-12-05,0.9904,0.9904,-0.3521
2018-12-04,0.9939,0.9939,0.1612
2018-12-03,0.9923,0.9923,2.2252
2018-11-30,0.9707,0.9707,0.6846
2018-11-29,0.9641,0.9641,-0.4337
2018-11-28,0.9683,0.9683,0.8121
2018-11-27,0.9605,0.9605,-0.1248
2018-11-26,0.9617,0.9617,0.1145
2018-11-23,0.9606,0.9606,-0.8976
2018-11-22,0.9693,0.9693,0.1343
2018-11-21,0.968,0.968,0.8438
2018-11-20,0.9599,0.9599,-1.5285
2018-11-19,0.9748,0.9748,0.8066
2018-11-16,0.967,0.967,0.1242
2018-11-15,0.9658,0.9658,0.5099
2018-11-14,0.9609,0.9609,-0.8052
