日期,单位净值,累计净值,涨跌幅
2018-11-13,0.9687,0.9687,0.9799
2018-11-12,0.9593,0.9593,-0.0937
2018-11-09,0.9602,0.9602,-0.8877
2018-11-08,0.9688,0.9688,0.2172
2018-11-07,0.9667,0.9667,-0.1962
2018-11-06,0.9686,0.9686,-0.4215
2018-11-05,0.9727,0.9727,-1.678
2018-11-02,0.9893,0.9893,4.104
2018-11-01,0.9503,0.9503,1.3761
2018-10-31,0.9374,0.9374,1.8802
2018-10-30,0.9201,0.9201,-0.4867
2018-10-29,0.9246,0.9246,-2.9699
2018-10-26,0.9529,0.9529,-0.9768
2018-10-25,0.9623,0.9623,-1.2823
2018-10-24,0.9748,0.9748,-0.8342
2018-10-23,0.983,0.983,-2.5188
2018-10-22,1.0084,1.0084,2.3237
2018-10-19,0.9855,0.9855,1.5351
2018-10-18,0.9706,0.9706,--
2018-10-16,0.9793,0.9793,-0.2749
2018-10-15,0.982,0.982,-0.5267
2018-10-12,0.9872,0.9872,1.449
2018-10-11,0.9731,0.9731,-1.5579
2018-10-10,0.9885,0.9885,-0.8526
2018-10-09,0.997,0.997,-0.0201
2018-10-08,0.9972,0.9972,-2.1586
2018-09-28,1.0192,1.0192,--
2018-09-21,1.0143,1.0143,--
2018-09-14,0.9985,0.9985,--
2018-09-07,0.9986,0.9986,--
2018-09-05,1.0,1.0,--
