日期,单位净值,累计净值,涨跌幅
2018-12-31,0.8484,1.4073,--
2018-12-28,0.8485,1.4074,1.6289
2018-12-27,0.8349,1.3938,-0.3818
2018-12-26,0.8381,1.397,-1.5274
2018-12-25,0.8511,1.41,-0.2461
2018-12-24,0.8532,1.4121,0.7201
2018-12-21,0.8471,1.406,-1.6715
2018-12-20,0.8615,1.4204,-0.9998
2018-12-19,0.8702,1.4291,-1.6056
2018-12-18,0.8844,1.4433,-0.4278
2018-12-17,0.8882,1.4471,-0.7494
2018-12-14,0.9177,1.454,-1.566
2018-12-13,0.9323,1.4686,1.8684
2018-12-12,0.9152,1.4515,0.6046
2018-12-11,0.9097,1.446,0.7755
2018-12-10,0.9027,1.439,-1.452
2018-12-07,0.916,1.4523,0.2847
2018-12-06,0.9134,1.4497,-2.8505
2018-12-05,0.9402,1.4765,0.7501
2018-12-04,0.9332,1.4695,-0.0428
2018-12-03,0.9336,1.4699,4.8635
2018-11-30,0.8903,1.4266,3.0321
2018-11-29,0.8641,1.4004,0.3134
2018-11-28,0.8614,1.3977,1.5802
2018-11-27,0.848,1.3843,-0.4344
2018-11-26,0.8517,1.388,-0.4325
2018-11-23,0.8554,1.3917,-2.3181
2018-11-22,0.8757,1.412,-0.0228
2018-11-21,0.8759,1.4122,1.0498
2018-11-20,0.8668,1.4031,-2.3764
2018-11-19,0.8879,1.4242,2.0927
2018-11-16,0.8697,1.406,-0.0115
2018-11-15,0.8698,1.4061,0.7646
2018-11-14,0.8632,1.3995,-2.0204
2018-11-13,0.881,1.4173,3.2462
2018-11-12,0.8533,1.3896,-0.3736
2018-11-09,0.8565,1.3928,-0.7302
2018-11-08,0.8628,1.3991,0.0696
2018-11-07,0.8622,1.3985,-0.0116
2018-11-06,0.8623,1.3986,-1.4852
2018-11-05,0.8753,1.4116,-2.7769
2018-11-02,0.9003,1.4366,5.7808
2018-11-01,0.8511,1.3874,2.5422
2018-10-31,0.83,1.3663,3.7241
2018-10-30,0.8002,1.3365,-1.7436
2018-10-29,0.8144,1.3507,-8.9038
2018-10-26,0.894,1.4303,-2.6038
2018-10-25,0.9179,1.4542,-2.195
2018-10-24,0.9385,1.4748,-2.7663
2018-10-23,0.9652,1.5015,-7.3704
2018-10-22,1.042,1.5783,4.9451
2018-10-19,0.9929,1.5292,3.9142
2018-10-18,0.9555,1.4918,-2.4004
2018-10-17,0.979,1.5153,-0.5081
2018-10-16,0.984,1.5203,-0.304
2018-10-15,0.987,1.5233,-2.0347
2018-10-12,1.0075,1.5438,2.9953
2018-10-11,0.9782,1.5145,-3.3781
2018-10-10,1.0124,1.5487,-4.3823
2018-10-09,1.0588,1.5951,0.0662
2018-10-08,1.0581,1.5944,-5.863
2018-09-28,1.124,1.6603,0.4468
2018-09-27,1.119,1.6553,0.0089
2018-09-26,1.1189,1.6552,3.02
2018-09-25,1.0861,1.6224,-0.8128
2018-09-21,1.095,1.6313,3.6049
2018-09-20,1.0569,1.5932,-0.3489
2018-09-19,1.0606,1.5969,2.7813
2018-09-18,1.0319,1.5682,2.7891
2018-09-17,1.0039,1.5402,0.2797
2018-09-14,1.0011,1.5374,2.0801
2018-09-13,0.9807,1.517,-0.2543
2018-09-12,0.9832,1.5195,-2.3925
2018-09-11,1.0073,1.5436,0
2018-09-10,1.0073,1.5436,-0.8661
2018-09-07,1.0161,1.5524,1.3465
2018-09-06,1.0026,1.5389,-2.214
2018-09-05,1.0253,1.5616,-2.4267
2018-09-04,1.0508,1.5871,0.5454
2018-09-03,1.0451,1.5814,-0.2672
2018-08-31,1.0479,1.5842,-1.6426
2018-08-30,1.0654,1.6017,-0.3927
2018-08-29,1.0696,1.6059,-0.2611
2018-08-28,1.0724,1.6087,-1.0792
2018-08-27,1.0841,1.6204,4.4614
2018-08-24,1.0378,1.5741,-1.3873
2018-08-23,1.0524,1.5887,0.3146
2018-08-22,1.0491,1.5854,-1.1402
2018-08-21,1.0612,1.5975,3.562
2018-08-20,1.0247,1.561,0.668
2018-08-17,1.0179,1.5542,-0.4888
2018-08-16,1.0229,1.5592,-3.3359
2018-08-15,1.0582,1.5945,-3.3872
2018-08-14,1.0953,1.6316,0.5416
2018-08-13,1.0894,1.6257,-1.5098
2018-08-10,1.1061,1.6424,0.163
2018-08-09,1.1043,1.6406,2.7829
2018-08-08,1.0744,1.6107,-3.0937
2018-08-07,1.1087,1.645,2.6099
2018-08-06,1.0805,1.6168,-2.1641
2018-08-03,1.1044,1.6407,-3.1653
2018-08-02,1.1405,1.6768,-3.6251
2018-08-01,1.1834,1.7197,-2.1336
2018-07-31,1.2092,1.7455,0.482
2018-07-30,1.2034,1.7397,-1.8834
2018-07-27,1.2265,1.7628,1.0796
2018-07-26,1.2134,1.7497,-1.4618
2018-07-25,1.2314,1.7677,-0.5572
2018-07-24,1.2383,1.7746,3.6408
2018-07-23,1.1948,1.7311,-1.7919
2018-07-20,1.2166,1.7529,0.0658
2018-07-19,1.2158,1.7521,-0.7024
2018-07-18,1.2244,1.7607,-1.4567
2018-07-17,1.2425,1.7788,-1.4671
2018-07-16,1.261,1.7973,0.0555
2018-07-13,1.2603,1.7966,2.7558
2018-07-12,1.2265,1.7628,2.8598
2018-07-11,1.1924,1.7287,-1.2423
2018-07-10,1.2074,1.7437,0.0663
2018-07-09,1.2066,1.7429,3.1018
2018-07-06,1.1703,1.7066,0.4549
2018-07-05,1.165,1.701,-0.4274
2018-07-04,1.17,1.706,-0.8475
2018-07-03,1.18,1.716,-3.1993
2018-07-02,1.219,1.755,-0.8943
2018-06-30,1.23,1.766,--
2018-06-29,1.23,1.766,2.7569
2018-06-28,1.197,1.733,-2.8409
2018-06-27,1.232,1.768,-4.1245
2018-06-26,1.285,1.821,-0.4648
2018-06-25,1.291,1.827,1.5736
2018-06-22,1.271,1.807,0.2366
2018-06-21,1.268,1.804,-1.323
2018-06-20,1.285,1.821,3.629
2018-06-19,1.24,1.776,-4.4684
2018-06-15,1.298,1.834,-0.5364
2018-06-14,1.305,1.841,-1.6579
2018-06-13,1.327,1.863,-0.9701
2018-06-12,1.34,1.876,4.3614
2018-06-11,1.284,1.82,-0.3106
2018-06-08,1.288,1.824,-0.9992
2018-06-07,1.301,1.837,-0.3828
2018-06-06,1.306,1.842,0
2018-06-05,1.306,1.842,1.3189
2018-06-04,1.289,1.825,3.12
2018-06-01,1.25,1.786,-1.9608
2018-05-31,1.275,1.811,2.9887
2018-05-30,1.238,1.774,1.3093
2018-05-29,1.222,1.758,-1.6103
2018-05-28,1.242,1.778,4.8101
2018-05-25,1.185,1.721,1.023
2018-05-24,1.173,1.709,-1.0961
2018-05-23,1.186,1.722,-1.9835
2018-05-22,1.21,1.746,0.6656
2018-05-21,1.202,1.738,-0.1661
2018-05-18,1.204,1.74,0.7531
2018-05-17,1.195,1.731,-2.0492
2018-05-16,1.22,1.756,-0.0819
2018-05-15,1.221,1.757,0.4938
2018-05-14,1.215,1.751,2.1867
2018-05-11,1.189,1.725,-1.0815
2018-05-10,1.202,1.738,1.5203
2018-05-09,1.184,1.72,0.1692
2018-05-08,1.182,1.718,0.8532
2018-05-07,1.172,1.708,5.6808
2018-05-04,1.109,1.645,0.362
2018-05-03,1.105,1.641,2.6952
2018-05-02,1.076,1.612,2.0873
2018-04-27,1.054,1.59,0
2018-04-26,1.054,1.59,-2.9466
2018-04-25,1.086,1.622,-0.092
2018-04-24,1.087,1.623,3.1309
2018-04-23,1.054,1.59,-1.1257
2018-04-20,1.066,1.602,-0.7449
2018-04-19,1.074,1.61,2.8736
2018-04-18,1.044,1.58,-0.7605
2018-04-17,1.052,1.588,-1.8657
2018-04-16,1.072,1.608,0.5629
2018-04-13,1.066,1.602,-1.4787
2018-04-12,1.082,1.618,-0.2765
2018-04-11,1.085,1.621,-0.2757
2018-04-10,1.088,1.624,0.8341
2018-04-09,1.079,1.615,0.2788
2018-04-04,1.076,1.612,3.5611
2018-04-03,1.039,1.575,0.7759
2018-04-02,1.031,1.567,-0.1936
2018-03-30,1.033,1.569,-0.3857
2018-03-29,1.037,1.573,3.7
2018-03-28,1.0,1.536,-4.2146
2018-03-27,1.044,1.58,-0.3817
2018-03-26,1.048,1.584,-0.0953
2018-03-23,1.049,1.585,-2.5093
2018-03-22,1.076,1.612,-2.5362
2018-03-21,1.104,1.64,-0.361
2018-03-20,1.108,1.644,-1.1597
2018-03-19,1.121,1.657,0.448
2018-03-16,1.116,1.652,-0.976
2018-03-15,1.127,1.663,2.1759
2018-03-14,1.103,1.639,1.4719
2018-03-13,1.087,1.623,-1.629
2018-03-12,1.105,1.641,-0.8079
2018-03-09,1.114,1.65,0.7233
2018-03-08,1.106,1.642,2.3127
2018-03-07,1.081,1.617,0
2018-03-06,1.081,1.617,0.6518
2018-03-05,1.074,1.61,-1.8282
2018-03-02,1.094,1.63,-0.816
2018-03-01,1.103,1.639,1.3787
2018-02-28,1.088,1.624,-2.8571
2018-02-27,1.12,1.656,-1.3216
2018-02-26,1.135,1.671,-0.3512
2018-02-23,1.139,1.675,-0.4371
2018-02-22,1.144,1.68,3.3424
2018-02-14,1.107,1.643,1.1883
2018-02-13,1.094,1.63,0.0915
2018-02-12,1.093,1.629,3.4059
2018-02-09,1.057,1.593,-1.6744
2018-02-08,1.075,1.611,2.5763
2018-02-07,1.048,1.584,-3.4991
2018-02-06,1.086,1.622,-1.2727
2018-02-05,1.1,1.636,-4.7619
2018-02-02,1.155,1.691,-0.8584
2018-02-01,1.165,1.701,-2.5105
2018-01-31,1.195,1.731,1.6156
2018-01-30,1.176,1.712,-0.6757
2018-01-29,1.184,1.72,-4.3619
2018-01-26,1.238,1.774,0.5686
2018-01-25,1.231,1.767,-0.8058
2018-01-24,1.241,1.777,-1.664
2018-01-23,1.262,1.798,-0.0792
2018-01-22,1.263,1.799,3.3552
2018-01-19,1.222,1.758,-1.3721
2018-01-18,1.239,1.775,1.3912
2018-01-17,1.222,1.758,-3.2462
2018-01-16,1.263,1.799,0.9592
2018-01-15,1.251,1.787,0.5627
2018-01-12,1.244,1.78,1.551
2018-01-11,1.225,1.761,-1.2097
2018-01-10,1.24,1.776,1.9737
2018-01-09,1.216,1.752,2.9636
2018-01-08,1.181,1.717,0.5106
2018-01-05,1.175,1.711,-0.4237
2018-01-04,1.18,1.716,2.8771
2018-01-03,1.147,1.683,0.35
2018-01-02,1.143,1.679,0.1753
2017-12-31,1.141,1.677,--
2017-12-29,1.141,1.677,-1.2121
2017-12-28,1.155,1.691,4.0541
2017-12-27,1.11,1.646,-1.8568
2017-12-26,1.131,1.667,-0.7895
2017-12-25,1.14,1.676,-0.0876
2017-12-22,1.141,1.677,-1.7227
2017-12-21,1.161,1.697,-0.172
2017-12-20,1.163,1.699,2.0175
2017-12-19,1.14,1.676,0.9743
2017-12-18,1.129,1.665,1.9874
2017-12-15,1.107,1.643,-1.1617
2017-12-14,1.125,1.656,-0.266
2017-12-13,1.128,1.659,2.6388
2017-12-12,1.099,1.63,-0.2722
2017-12-11,1.102,1.633,3.3771
2017-12-08,1.066,1.597,1.912
2017-12-07,1.046,1.577,-1.784
2017-12-06,1.065,1.596,-0.4673
2017-12-05,1.07,1.601,-0.3724
2017-12-04,1.074,1.605,3.3686
2017-12-01,1.039,1.57,0.0963
2017-11-30,1.038,1.569,-1.2369
2017-11-29,1.051,1.582,-2.0503
2017-11-28,1.073,1.604,1.6098
2017-11-27,1.056,1.587,-1.3084
2017-11-24,1.07,1.601,-0.0934
2017-11-23,1.071,1.602,-4.8
2017-11-22,1.125,1.656,-3.2674
2017-11-21,1.163,1.694,2.0175
2017-11-20,1.14,1.671,-1.4693
2017-11-17,1.157,1.688,-3.0176
2017-11-16,1.193,1.724,2.7562
2017-11-15,1.161,1.692,1.7528
2017-11-14,1.141,1.672,-2.728
2017-11-13,1.173,1.704,-0.7614
2017-11-10,1.182,1.713,2.4263
2017-11-09,1.154,1.685,0.3478
2017-11-08,1.15,1.681,-0.605
2017-11-07,1.157,1.688,-0.6014
2017-11-06,1.164,1.695,3.1915
2017-11-03,1.128,1.659,0.5348
2017-11-02,1.122,1.653,0.8993
2017-11-01,1.112,1.643,0.7246
2017-10-31,1.104,1.635,-0.1808
2017-10-30,1.106,1.637,-0.9848
2017-10-27,1.117,1.648,2.8545
2017-10-26,1.086,1.617,2.0677
2017-10-25,1.064,1.595,-1.0233
2017-10-24,1.075,1.606,0.3735
2017-10-23,1.071,1.602,0.7526
2017-10-20,1.063,1.594,-1.5741
2017-10-19,1.08,1.611,2.3697
2017-10-18,1.055,1.586,1.7358
2017-10-17,1.037,1.568,0
2017-10-16,1.037,1.568,-1.9849
2017-10-13,1.058,1.589,0.0946
2017-10-12,1.057,1.588,-0.7512
2017-10-11,1.065,1.596,2.9981
2017-10-10,1.034,1.565,1.5717
2017-10-09,1.018,1.549,0.5929
2017-09-29,1.012,1.543,-0.9785
2017-09-28,1.022,1.553,2.6104
2017-09-27,0.996,1.527,-0.4
2017-09-26,1.0,1.531,-0.3865
2017-09-25,1.5,1.537,2.1103
2017-09-22,1.469,1.506,0.3415
2017-09-21,1.464,1.501,-0.7458
2017-09-20,1.475,1.512,1.166
2017-09-19,1.458,1.495,-0.7488
2017-09-18,1.469,1.506,2.9432
2017-09-15,1.427,1.464,-0.5575
2017-09-14,1.435,1.472,-0.1392
2017-09-13,1.437,1.474,2.1322
2017-09-12,1.407,1.444,2.7007
2017-09-11,1.37,1.407,1.0324
2017-09-08,1.356,1.393,-1.6679
2017-09-07,1.379,1.416,-0.5768
2017-09-06,1.387,1.424,-0.8578
2017-09-05,1.399,1.436,0.0715
2017-09-04,1.398,1.435,-1.2014
2017-09-01,1.415,1.452,0.3546
2017-08-31,1.41,1.447,-0.6342
2017-08-30,1.419,1.456,0.7813
2017-08-29,1.408,1.445,0.428
2017-08-28,1.402,1.439,1.2274
2017-08-25,1.385,1.422,0.9475
2017-08-24,1.372,1.409,-1.7192
2017-08-23,1.396,1.433,1.1594
2017-08-22,1.38,1.417,-1.8492
2017-08-21,1.406,1.443,-0.4954
2017-08-18,1.413,1.45,-0.3526
2017-08-17,1.418,1.455,-1.1158
2017-08-16,1.434,1.471,-0.4167
2017-08-15,1.44,1.477,-0.0694
2017-08-14,1.441,1.478,1.3361
2017-08-11,1.422,1.459,-2.536
2017-08-10,1.459,1.496,0.899
2017-08-09,1.446,1.483,3.2857
2017-08-08,1.4,1.437,-0.4267
2017-08-07,1.406,1.443,3.4584
2017-08-04,1.359,1.396,-0.8029
2017-08-03,1.37,1.407,-1.1544
2017-08-02,1.386,1.423,-1.2117
2017-08-01,1.403,1.44,0.4295
2017-07-31,1.397,1.434,1.2319
2017-07-28,1.38,1.417,4.3873
2017-07-27,1.322,1.359,0.8391
2017-07-26,1.311,1.348,-1.2057
2017-07-25,1.327,1.364,-0.4501
2017-07-24,1.333,1.37,1.7557
2017-07-21,1.31,1.347,1.5504
2017-07-20,1.29,1.327,1.8153
2017-07-19,1.267,1.304,1.6038
2017-07-18,1.247,1.284,0.727
2017-07-17,1.238,1.275,-2.5197
2017-07-14,1.27,1.307,1.0342
2017-07-13,1.257,1.294,0.4796
2017-07-12,1.251,1.288,-1.3407
2017-07-11,1.268,1.305,0.9554
2017-07-10,1.256,1.293,0.8026
2017-07-07,1.246,1.283,-0.8751
2017-07-06,1.257,1.294,-0.4751
2017-07-05,1.263,1.3,1.1209
2017-07-04,1.249,1.286,-1.2648
2017-07-03,1.265,1.302,-1.633
2017-06-30,1.286,1.323,0.2338
2017-06-29,1.283,1.32,-0.0779
2017-06-28,1.284,1.321,-1.7598
2017-06-27,1.307,1.344,-0.0765
2017-06-26,1.308,1.345,2.8302
2017-06-23,1.272,1.309,0.3155
2017-06-22,1.268,1.305,-0.471
2017-06-21,1.274,1.311,2.0833
2017-06-20,1.248,1.285,-0.3195
2017-06-19,1.252,1.289,0.5622
2017-06-16,1.245,1.282,-0.3203
2017-06-15,1.249,1.286,-1.8082
2017-06-14,1.272,1.309,-0.78
2017-06-13,1.282,1.319,-0.2335
2017-06-12,1.285,1.322,2.4721
2017-06-09,1.254,1.291,0.8039
2017-06-08,1.244,1.281,0.8921
2017-06-07,1.233,1.27,2.8357
2017-06-06,1.199,1.236,1.6102
2017-06-05,1.18,1.217,-1.0067
2017-06-02,1.192,1.229,-0.5838
2017-06-01,1.199,1.236,0.2508
2017-05-31,1.196,1.233,-0.4163
2017-05-26,1.201,1.238,0.2504
2017-05-25,1.198,1.235,0
2017-05-24,1.198,1.235,-0.8278
2017-05-23,1.208,1.245,2.2862
2017-05-22,1.181,1.218,-0.3376
2017-05-19,1.185,1.222,0.8511
2017-05-18,1.175,1.212,-0.1699
2017-05-17,1.177,1.214,-1.5886
2017-05-16,1.196,1.233,3.0146
2017-05-15,1.161,1.198,1.7528
2017-05-12,1.141,1.178,0.3518
2017-05-11,1.137,1.174,0.7979
2017-05-10,1.128,1.165,-0.3534
2017-05-09,1.132,1.169,1.0714
2017-05-08,1.12,1.157,-2.0979
2017-05-05,1.144,1.181,-0.6082
2017-05-04,1.151,1.188,-0.3463
2017-05-03,1.155,1.192,0.7853
2017-05-02,1.146,1.183,-1.1217
2017-04-28,1.159,1.196,-3.0126
2017-04-27,1.195,1.232,0.5046
2017-04-26,1.189,1.226,-0.9167
2017-04-25,1.2,1.237,3.1814
2017-04-24,1.163,1.2,-2.2689
2017-04-21,1.19,1.227,-1.7341
2017-04-20,1.211,1.248,3.1516
2017-04-19,1.174,1.211,0.1706
2017-04-18,1.172,1.209,2.2688
2017-04-17,1.146,1.183,0.703
2017-04-14,1.138,1.175,-1.1295
2017-04-13,1.151,1.188,1.4991
2017-04-12,1.134,1.171,1.25
2017-04-11,1.12,1.157,-0.3559
2017-04-10,1.124,1.161,-2.5152
2017-04-07,1.153,1.19,-0.6034
2017-04-06,1.16,1.197,-0.0861
2017-04-05,1.161,1.198,0.8688
2017-03-31,1.151,1.188,0.1741
2017-03-30,1.149,1.186,-0.7772
2017-03-29,1.158,1.195,0.6957
2017-03-28,1.15,1.187,0.087
2017-03-27,1.149,1.186,-1.7949
2017-03-24,1.17,1.207,-0.4255
2017-03-23,1.175,1.212,-1.1775
2017-03-22,1.189,1.226,0.4223
2017-03-21,1.184,1.221,3.5871
2017-03-20,1.143,1.18,0.7048
2017-03-17,1.135,1.172,0
2017-03-16,1.135,1.172,-0.2636
2017-03-15,1.138,1.175,0.3527
2017-03-14,1.134,1.171,-0.7874
2017-03-13,1.143,1.18,1.6904
2017-03-10,1.124,1.161,0.2676
2017-03-09,1.121,1.158,-0.6206
2017-03-08,1.128,1.165,-0.6167
2017-03-07,1.135,1.172,2.1602
2017-03-06,1.111,1.148,0.543
2017-03-03,1.105,1.142,0.546
2017-03-02,1.099,1.136,0.457
2017-03-01,1.094,1.131,0.8295
2017-02-28,1.085,1.122,0.2773
2017-02-27,1.082,1.119,-2.17
2017-02-24,1.106,1.143,-0.0903
2017-02-23,1.107,1.144,-0.9839
2017-02-22,1.118,1.155,1.5441
2017-02-21,1.101,1.138,-0.2717
2017-02-20,1.104,1.141,4.0528
2017-02-17,1.061,1.098,0.8555
2017-02-16,1.052,1.089,0.0951
2017-02-15,1.051,1.088,-0.7554
2017-02-14,1.059,1.096,0.6654
2017-02-13,1.052,1.089,3.2385
2017-02-10,1.019,1.056,0.5923
2017-02-09,1.013,1.05,1.4014
2017-02-08,0.999,1.036,0.6042
2017-02-07,0.993,1.03,-0.1006
2017-02-06,0.994,1.031,0.5056
2017-02-03,0.989,1.026,-0.603
2017-01-26,0.995,1.032,-0.5994
2017-01-25,1.001,1.038,-0.2988
2017-01-24,1.004,1.041,0.0997
2017-01-23,1.003,1.04,0.1998
2017-01-20,1.001,1.038,0.4012
2017-01-19,0.997,1.034,-0.796
2017-01-18,1.005,1.042,1.6178
2017-01-17,0.989,1.026,1.4359
2017-01-16,0.975,1.012,-0.7128
2017-01-13,0.982,1.019,-0.5066
2017-01-12,0.987,1.024,-0.7042
2017-01-11,0.994,1.031,-1.3889
2017-01-10,1.008,1.045,-0.0991
2017-01-09,1.009,1.046,0
2017-01-06,1.009,1.046,0.0992
2017-01-05,1.008,1.045,-0.2967
2017-01-04,1.011,1.048,2.9532
2017-01-03,0.982,1.019,0.3064
2016-12-31,0.979,1.016,0
2016-12-30,0.979,1.016,1.9792
2016-12-29,0.96,0.997,0.3135
2016-12-28,0.957,0.994,-0.3125
2016-12-27,0.96,0.997,0.1043
2016-12-26,0.959,0.996,0.4188
2016-12-23,0.955,0.992,-1.8499
2016-12-22,0.973,1.01,-1.0173
2016-12-21,0.983,1.02,0.3061
2016-12-20,0.98,1.017,-0.91
2016-12-19,0.989,1.026,0.9184
2016-12-16,0.98,1.017,-0.1019
2016-12-15,0.981,1.018,-0.9313
2016-12-14,1.013,1.028,-0.3933
2016-12-13,1.017,1.032,2.6236
2016-12-12,0.991,1.006,-3.3171
2016-12-09,1.025,1.04,0.0977
2016-12-08,1.024,1.039,1.5873
2016-12-07,1.008,1.023,0.0993
2016-12-06,1.007,1.022,1.5121
2016-12-05,0.992,1.007,-0.6012
2016-12-02,0.998,1.013,-0.8937
2016-12-01,1.007,1.022,0.0994
2016-11-30,1.006,1.021,-1.6618
2016-11-29,1.023,1.038,1.791
2016-11-28,1.005,1.02,0.1994
2016-11-25,1.003,1.018,-0.199
2016-11-24,1.005,1.02,0.1994
2016-11-23,1.003,1.018,1.3131
2016-11-22,0.99,1.005,0.304
2016-11-21,0.987,1.002,-0.1012
2016-11-18,0.988,1.003,-0.5035
2016-11-17,0.993,1.008,-0.501
2016-11-16,0.998,1.013,-0.7952
2016-11-15,1.006,1.021,1.2072
2016-11-14,0.994,1.009,-0.6
2016-11-11,1.0,1.015,-0.5964
2016-11-10,1.006,1.021,0.9027
2016-11-09,0.997,1.012,-0.6972
2016-11-08,1.004,1.019,1.5167
2016-11-07,0.989,1.004,-0.101
2016-11-04,0.99,1.005,-1.1976
2016-11-03,1.002,1.017,0.3003
2016-11-02,0.999,1.014,-1.4793
2016-11-01,1.014,1.029,1.1976
2016-10-31,1.002,1.017,-0.4965
2016-10-28,1.007,1.022,0
2016-10-27,1.007,1.022,-0.297
2016-10-26,1.01,1.025,1.8145
2016-10-25,0.992,1.007,2.5853
2016-10-24,0.967,0.982,0.5198
2016-10-21,0.962,0.977,-0.4141
2016-10-20,0.966,0.981,-0.5149
2016-10-19,0.971,0.986,0.1031
2016-10-18,0.97,0.985,2.2129
2016-10-17,0.949,0.964,0
2016-10-14,0.949,0.964,0.1055
2016-10-13,0.948,0.963,-0.733
2016-10-12,0.955,0.97,-0.209
2016-10-11,0.957,0.972,0.3145
2016-10-10,0.954,0.969,1.4894
2016-09-30,0.94,0.955,1.8418
2016-09-29,0.923,0.938,0.5447
2016-09-28,0.918,0.933,-0.5417
2016-09-27,0.923,0.938,0.9847
2016-09-26,0.914,0.929,-2.6624
2016-09-23,0.939,0.954,-0.2125
2016-09-22,0.941,0.956,1.5102
2016-09-21,0.927,0.942,0
2016-09-20,0.927,0.942,-0.6431
2016-09-19,0.933,0.948,0.8649
2016-09-14,0.925,0.94,-0.5376
2016-09-13,0.93,0.945,0.5405
2016-09-12,0.925,0.94,-3.2427
2016-09-09,0.956,0.971,-0.9326
2016-09-08,0.965,0.98,-0.2068
2016-09-07,0.967,0.982,-0.8205
2016-09-06,0.975,0.99,0.9317
2016-09-05,0.966,0.981,0.4158
2016-09-02,0.962,0.977,-1.1305
2016-09-01,0.973,0.988,-1.2183
2016-08-31,0.985,1.0,1.0256
2016-08-30,0.975,0.99,0.2055
2016-08-29,0.973,0.988,-0.2051
2016-08-26,0.975,0.99,-0.3067
2016-08-25,0.978,0.993,-0.6098
2016-08-24,0.984,0.999,-0.4049
2016-08-23,0.988,1.003,-0.3027
2016-08-22,0.991,1.006,-0.2014
2016-08-19,0.993,1.008,-0.501
2016-08-18,0.998,1.013,-0.5976
2016-08-17,1.004,1.019,0
2016-08-16,1.004,1.019,-1.472
2016-08-15,1.019,1.034,1.9
2016-08-12,1.0,1.015,0.2004
2016-08-11,0.998,1.013,0.1003
2016-08-10,0.997,1.012,-0.499
2016-08-09,1.002,1.017,1.8293
2016-08-08,0.984,0.999,1.4433
2016-08-05,0.97,0.985,-0.6148
2016-08-04,0.976,0.991,0.1026
2016-08-03,0.975,0.99,0.1027
2016-08-02,0.974,0.989,0.1028
2016-08-01,0.973,0.988,-3.5679
2016-07-29,1.009,1.024,0.0992
2016-07-28,1.008,1.023,1.002
2016-07-27,0.998,1.013,-2.5391
2016-07-26,1.024,1.039,2.6052
2016-07-25,0.998,1.013,0.7064
2016-07-22,0.991,1.006,-2.1718
2016-07-21,1.013,1.028,0.6958
2016-07-20,1.006,1.021,-0.0993
2016-07-19,1.007,1.022,-2.6112
2016-07-18,1.034,1.049,-1.3359
2016-07-15,1.048,1.063,0.2871
2016-07-14,1.045,1.06,-0.5709
2016-07-13,1.051,1.066,-2.0503
2016-07-12,1.073,1.088,1.131
2016-07-11,1.061,1.076,2.6112
2016-07-08,1.034,1.049,0.1938
2016-07-07,1.032,1.047,-1.7143
2016-07-06,1.05,1.065,6.599
2016-07-05,0.985,1.0,1.0256
2016-07-04,0.975,0.99,1.1411
2016-07-01,0.964,0.979,-0.7209
2016-06-30,0.971,0.986,1.2513
2016-06-29,0.959,0.974,-0.7246
2016-06-28,0.966,0.981,-0.2066
2016-06-27,0.968,0.983,3.4188
2016-06-24,0.936,0.951,-1.1616
2016-06-23,0.947,0.962,-0.4206
2016-06-22,0.951,0.966,0.9554
2016-06-21,0.942,0.957,-1.5674
2016-06-20,0.957,0.972,-0.829
2016-06-17,0.965,0.98,2.4416
2016-06-16,0.942,0.957,0.7487
2016-06-15,0.935,0.95,2.4096
2016-06-14,0.913,0.928,2.9312
2016-06-13,0.887,0.902,-3.0601
2016-06-08,0.915,0.93,-1.7186
2016-06-07,0.931,0.946,1.1957
2016-06-06,0.92,0.935,-0.4329
2016-06-03,0.924,0.939,4.0541
2016-06-02,0.888,0.903,1.4857
2016-06-01,0.875,0.89,0.2291
2016-05-31,0.873,0.888,3.3136
2016-05-30,0.845,0.86,0.1185
2016-05-27,0.844,0.859,0.3567
2016-05-26,0.841,0.856,-0.3555
2016-05-25,0.844,0.859,-0.8226
2016-05-24,0.851,0.866,-2.0713
2016-05-23,0.869,0.884,1.2821
2016-05-20,0.858,0.873,1.2987
2016-05-19,0.847,0.862,-0.7034
2016-05-18,0.853,0.868,-1.5012
2016-05-17,0.866,0.881,-1.8141
2016-05-16,0.882,0.897,1.0309
2016-05-13,0.873,0.888,-0.5695
2016-05-12,0.878,0.893,-0.4535
2016-05-11,0.882,0.897,2.0833
2016-05-10,0.864,0.879,0.8168
2016-05-09,0.857,0.872,-0.2328
2016-05-06,0.859,0.874,-3.6996
2016-05-05,0.892,0.907,0.4505
2016-05-04,0.888,0.903,-0.7821
2016-05-03,0.895,0.91,6.9295
2016-04-29,0.837,0.852,2.3227
2016-04-28,0.818,0.833,0
2016-04-27,0.818,0.833,0.3681
2016-04-26,0.815,0.83,0.6173
2016-04-25,0.81,0.825,0.7463
2016-04-22,0.804,0.819,2.0305
2016-04-21,0.788,0.803,0.3822
2016-04-20,0.785,0.8,-2.4845
2016-04-19,0.805,0.82,-0.1241
2016-04-18,0.806,0.821,-1.5873
2016-04-15,0.819,0.834,-0.122
2016-04-14,0.82,0.835,0.861
2016-04-13,0.813,0.828,0.3704
2016-04-12,0.81,0.825,-0.2463
2016-04-11,0.812,0.827,0.2469
2016-04-08,0.81,0.825,-1.3398
2016-04-07,0.821,0.836,-2.2619
2016-04-06,0.84,0.855,2.439
2016-04-05,0.82,0.835,0.861
2016-04-01,0.813,0.828,-1.0949
2016-03-31,0.822,0.837,-0.2427
