日期,单位净值,累计净值,涨跌幅
2020-10-16,1.0333,2.6575,-1.11
2020-10-15,1.0449,2.6691,-0.11
2020-10-14,1.0461,2.6703,-0.33
2020-10-13,1.0496,2.6738,1.7
2020-10-12,1.0321,2.6563,5.54
2020-10-09,0.9779,2.6021,1.45
2020-09-30,0.9639,2.5881,0.46
2020-09-29,0.9595,2.5837,-0.21
2020-09-28,0.9615,2.5857,1.15
2020-09-25,0.9506,2.5748,0.03
2020-09-24,0.9503,2.5745,-1.74
2020-09-23,0.9671,2.5913,-0.49
2020-09-22,0.9719,2.5961,-0.92
2020-09-21,0.9809,2.6051,-1.52
2020-09-18,0.996,2.6202,1.36
2020-09-17,0.9826,2.6068,-2.34
2020-09-16,1.0061,2.6303,-1.67
2020-09-15,1.0232,2.6474,-0.18
2020-09-14,1.025,2.6492,0.82
2020-09-11,1.0167,2.6409,2.81
2020-09-10,0.9889,2.6131,1.56
2020-09-09,0.9737,2.5979,-1.99
2020-09-08,0.9935,2.6177,-2.77
2020-09-07,1.0218,2.646,-1.66
2020-09-04,1.0391,2.6633,-1.91
2020-09-03,1.0593,2.6835,2.08
2020-09-02,1.0377,2.6619,-0.77
2020-09-01,1.0457,2.6699,-1.13
2020-08-31,1.0577,2.6819,0.54
2020-08-28,1.052,2.6762,3.97
2020-08-27,1.0118,2.636,1.18
2020-08-26,1.0,2.6242,-0.24
2020-08-25,1.5018,2.6279,3.89
2020-08-24,1.4456,2.5717,2.05
2020-08-21,1.4165,2.5426,1.3668
2020-08-20,1.3974,2.5235,-2.2387
2020-08-19,1.4294,2.5555,0.1401
2020-08-18,1.4274,2.5535,0.592
2020-08-17,1.419,2.5451,2.3145
2020-08-14,1.3869,2.513,3.4305
2020-08-13,1.3409,2.467,0.7892
2020-08-12,1.3304,2.4565,-1.772
2020-08-11,1.3544,2.4805,0.9165
2020-08-10,1.3421,2.4682,0.1194
2020-08-07,1.3405,2.4666,-1.1576
2020-08-06,1.3562,2.4823,-2.5718
2020-08-05,1.392,2.5181,0.2593
2020-08-04,1.3884,2.5145,-0.4874
2020-08-03,1.3952,2.5213,0.0933
2020-07-31,1.3939,2.52,-0.129
2020-07-30,1.3957,2.5218,0.7071
2020-07-29,1.3859,2.512,0.6025
2020-07-28,1.3776,2.5037,2.5
2020-07-27,1.344,2.4701,1.1896
2020-07-24,1.3282,2.4543,-4.5422
2020-07-23,1.3914,2.5175,0.2811
2020-07-22,1.3875,2.5136,1.2922
2020-07-21,1.3698,2.4959,2.3384
2020-07-20,1.3385,2.4646,-1.1155
2020-07-17,1.3536,2.4797,-0.1181
2020-07-16,1.3552,2.4813,-8.6854
2020-07-15,1.4841,2.6102,2.1967
2020-07-14,1.4522,2.5783,0.2624
2020-07-13,1.4484,2.5745,4.3817
2020-07-10,1.3876,2.5137,1.2921
2020-07-09,1.3699,2.496,1.5267
2020-07-08,1.3493,2.4754,-0.1184
2020-07-07,1.3509,2.477,3.0199
2020-07-06,1.3113,2.4374,2.4373
2020-07-03,1.2801,2.4062,-0.9824
2020-07-02,1.2928,2.4189,3.4737
2020-07-01,1.2494,2.3755,5.7559
2020-06-30,1.1814,2.3075,1.5909
2020-06-29,1.1629,2.289,0.3538
2020-06-24,1.1588,2.2849,-0.1809
2020-06-23,1.1609,2.287,3.2095
2020-06-22,1.1248,2.2509,-0.7237
2020-06-19,1.133,2.2591,2.3949
2020-06-18,1.1065,2.2326,0.29
2020-06-17,1.1033,2.2294,-0.9516
2020-06-16,1.1139,2.24,1.6425
2020-06-15,1.0959,2.222,-2.6905
2020-06-12,1.1262,2.2523,0.3028
2020-06-11,1.1228,2.2489,-1.6468
2020-06-10,1.1416,2.2677,0.4046
2020-06-09,1.137,2.2631,0.7354
2020-06-08,1.1287,2.2548,0.6061
2020-06-05,1.1219,2.248,1.9353
2020-06-04,1.1006,2.2267,1.9263
2020-06-03,1.0798,2.2059,-0.5892
2020-06-02,1.0862,2.2123,-1.1377
2020-06-01,1.0987,2.2248,3.1353
2020-05-29,1.0653,2.1914,1.4861
2020-05-28,1.0497,2.1758,0.7583
2020-05-27,1.0418,2.1679,-0.8848
2020-05-26,1.0511,2.1772,0.9896
2020-05-25,1.0408,2.1669,2.0492
2020-05-22,1.0199,2.146,-3.4003
2020-05-21,1.0558,2.1819,0.6962
2020-05-20,1.0485,2.1746,-0.776
2020-05-19,1.0567,2.1828,0.7532
2020-05-18,1.0488,2.1749,2.874
2020-05-15,1.0195,2.1456,-1.2304
2020-05-14,1.0322,2.1583,-0.1451
2020-05-13,1.0337,2.1598,2.5293
2020-05-12,1.0082,2.1343,0.3284
2020-05-11,1.0049,2.131,0.2794
2020-05-08,1.0021,2.1282,0.9876
2020-05-07,0.9923,2.1184,1.1931
2020-05-06,0.9806,2.1067,0.7397
2020-04-30,0.9734,2.0995,0.2781
2020-04-29,0.9707,2.0968,-1.2412
2020-04-28,0.9829,2.109,2.8246
2020-04-27,0.9559,2.082,-0.7579
2020-04-24,0.9632,2.0893,1.0703
2020-04-23,0.953,2.0791,0.2314
2020-04-22,0.9508,2.0769,2.8003
2020-04-21,0.9249,2.051,-2.3027
2020-04-20,0.9467,2.0728,0.4883
2020-04-17,0.9421,2.0682,1.4101
2020-04-16,0.929,2.0551,-0.9595
2020-04-15,0.938,2.0641,-0.1809
2020-04-14,0.9397,2.0658,1.2826
2020-04-13,0.9278,2.0539,-0.0754
2020-04-10,0.9285,2.0546,1.1548
2020-04-09,0.9179,2.044,0.5367
2020-04-08,0.913,2.0391,-0.011
2020-04-07,0.9131,2.0392,2.607
2020-04-03,0.8899,2.016,-0.2354
2020-04-02,0.892,2.0181,1.2946
2020-04-01,0.8806,2.0067,-0.6767
2020-03-31,0.8866,2.0127,1.8729
2020-03-30,0.8703,1.9964,-1.8938
2020-03-27,0.8871,2.0132,2.3183
2020-03-26,0.867,1.9931,-0.0922
2020-03-25,0.8678,1.9939,2.9053
2020-03-24,0.8433,1.9694,3.778
2020-03-23,0.8126,1.9387,-2.9731
2020-03-20,0.8375,1.9636,3.2676
2020-03-19,0.811,1.9371,-3.3834
2020-03-18,0.8394,1.9655,-2.6557
2020-03-17,0.8623,1.9884,-2.1004
2020-03-16,0.8808,2.0069,-4.0209
2020-03-13,0.9177,2.0438,-1.8293
2020-03-12,0.9348,2.0609,-2.3504
2020-03-11,0.9573,2.0834,-0.2501
2020-03-10,0.9597,2.0858,2.8507
2020-03-09,0.9331,2.0592,-3.7446
2020-03-06,0.9694,2.0955,-2.2782
2020-03-05,0.992,2.1181,5.0291
2020-03-04,0.9445,2.0706,0.7897
2020-03-03,0.9371,2.0632,0.6768
2020-03-02,0.9308,2.0569,2.4546
2020-02-28,0.9085,2.0346,-4.0857
2020-02-27,0.9472,2.0733,1.1642
2020-02-26,0.9363,2.0624,-0.8472
2020-02-25,0.9443,2.0704,-0.8297
2020-02-24,0.9522,2.0783,-1.8452
2020-02-21,0.9701,2.0962,-0.257
2020-02-20,0.9726,2.0987,3.5121
2020-02-19,0.9396,2.0657,1.2173
2020-02-18,0.9283,2.0544,-0.5144
2020-02-17,0.9331,2.0592,0.7994
2020-02-14,0.9257,2.0518,-0.2478
2020-02-13,0.928,2.0541,-0.7487
2020-02-12,0.935,2.0611,0.2789
2020-02-11,0.9324,2.0585,2.3266
2020-02-10,0.9112,2.0373,0.231
2020-02-07,0.9091,2.0352,0.8542
2020-02-06,0.9014,2.0275,0.9859
2020-02-05,0.8926,2.0187,1.3282
2020-02-04,0.8809,2.007,-0.6317
2020-02-03,0.8865,2.0126,-8.3721
2020-01-23,0.9675,2.0936,-3.6642
2020-01-22,1.0043,2.1304,0.3698
2020-01-21,1.0006,2.1267,-2.8072
2020-01-20,1.0295,2.1556,-1.0191
2020-01-17,1.0401,2.1662,0.0096
2020-01-16,1.04,2.1661,0.183
2020-01-15,1.0381,2.1642,0.4743
2020-01-14,1.0332,2.1593,-1.4686
2020-01-13,1.0486,2.1747,1.4414
2020-01-10,1.0337,2.1598,2.3465
2020-01-09,1.01,2.1361,2.0614
2020-01-08,0.9896,2.1157,0.1619
2020-01-07,0.988,2.1141,1.0328
2020-01-06,0.9779,2.104,-0.7913
2020-01-03,0.9857,2.1118,-1.0937
2020-01-02,0.9966,2.1227,-1.0622
2019-12-31,1.0073,2.1334,0.0497
2019-12-30,1.0068,2.1329,3.4313
2019-12-27,0.9734,2.0995,1.0065
2019-12-26,0.9637,2.0898,0.7422
2019-12-25,0.9566,2.0827,-1.1368
2019-12-24,0.9676,2.0937,0.4255
2019-12-23,0.9635,2.0896,-0.6496
2019-12-20,0.9698,2.0959,-0.3801
2019-12-19,0.9735,2.0996,-0.7342
2019-12-18,0.9807,2.1068,0.4713
2019-12-17,0.9761,2.1022,1.1607
2019-12-16,0.9649,2.091,-0.5208
2019-12-13,0.9803,2.0961,1.5434
2019-12-12,0.9654,2.0812,-0.8117
2019-12-11,0.9733,2.0891,-1.0472
2019-12-10,0.9836,2.0994,0.0305
2019-12-09,0.9833,2.0991,-0.5663
2019-12-06,0.9889,2.1047,2.0958
2019-12-05,0.9686,2.0844,-0.1134
2019-12-04,0.9697,2.0855,0.5809
2019-12-03,0.9641,2.0799,-0.4646
2019-12-02,0.9686,2.0844,0
2019-11-29,0.9686,2.0844,-2.5455
2019-11-28,0.9939,2.1097,-0.6001
2019-11-27,0.9999,2.1157,0.3513
2019-11-26,0.9964,2.1122,0.9626
2019-11-25,0.9869,2.1027,-0.2728
2019-11-22,0.9896,2.1054,-2.6655
2019-11-21,1.0167,2.1325,-0.1669
2019-11-20,1.0184,2.1342,0.5231
2019-11-19,1.0131,2.1289,0.826
2019-11-18,1.0048,2.1206,-0.4459
2019-11-15,1.0093,2.1251,-0.6399
2019-11-14,1.0158,2.1316,1.0545
2019-11-13,1.0052,2.121,0.6609
2019-11-12,0.9986,2.1144,0.3517
2019-11-11,0.9951,2.1109,-0.9851
2019-11-08,1.005,2.1208,0.3795
2019-11-07,1.0012,2.117,0.7953
2019-11-06,0.9933,2.1091,-1.0953
2019-11-05,1.0043,2.1201,0.2195
2019-11-04,1.0021,2.1179,0.7237
2019-11-01,0.9949,2.1107,1.1797
2019-10-31,0.9833,2.0991,-0.0407
2019-10-30,0.9837,2.0995,-0.8567
2019-10-29,0.9922,2.108,0.7514
2019-10-28,0.9848,2.1006,1.9462
2019-10-25,0.966,2.0818,1.6093
2019-10-24,0.9507,2.0665,-1.6449
2019-10-23,0.9666,2.0824,-1.6984
2019-10-22,0.9833,2.0991,0.3982
2019-10-21,0.9794,2.0952,0.1944
2019-10-18,0.9775,2.0933,-1.8673
2019-10-17,0.9961,2.1119,0.1407
2019-10-16,0.9947,2.1105,-1.8646
2019-10-15,1.0136,2.1294,1.614
2019-10-14,0.9975,2.1133,0.1506
2019-10-11,0.996,2.1118,0.4843
2019-10-10,0.9912,2.107,-0.1209
2019-10-09,0.9924,2.1082,-1.1652
2019-10-08,1.0041,2.1199,1.4755
2019-09-30,0.9895,2.1053,-1.8645
2019-09-27,1.0083,2.1241,-0.3361
2019-09-26,1.0117,2.1275,-1.1722
2019-09-25,1.0237,2.1395,-0.5151
2019-09-24,1.029,2.1448,2.0226
2019-09-23,1.0086,2.1244,-1.2048
2019-09-20,1.0209,2.1367,0.7998
2019-09-19,1.0128,2.1286,0.1483
2019-09-18,1.0113,2.1271,3.2993
2019-09-17,0.979,2.0948,0.1945
2019-09-16,0.9771,2.0929,-0.6507
2019-09-12,0.9835,2.0993,1.6327
2019-09-11,0.9677,2.0835,-4.4341
2019-09-10,1.0126,2.1284,-0.4718
2019-09-09,1.0174,2.1332,-0.0491
2019-09-06,1.0179,2.1337,0.0688
2019-09-05,1.0172,2.133,0.4245
2019-09-04,1.0129,2.1287,-1.3921
2019-09-03,1.0272,2.143,-0.6192
2019-09-02,1.0336,2.1494,0.3593
2019-08-30,1.0299,2.1457,2.3757
2019-08-29,1.006,2.1218,1.0547
2019-08-28,0.9955,2.1113,0.4034
2019-08-27,0.9915,2.1073,2.1533
2019-08-26,0.9706,2.0864,-1.8902
2019-08-23,0.9893,2.1051,0.2737
2019-08-22,0.9866,2.1024,2.1219
2019-08-21,0.9661,2.0819,-0.7907
2019-08-20,0.9738,2.0896,1.153
2019-08-19,0.9627,2.0785,1.2409
2019-08-16,0.9509,2.0667,0.9662
2019-08-15,0.9418,2.0576,-0.2964
2019-08-14,0.9446,2.0604,2.529
2019-08-13,0.9213,2.0371,-0.3138
2019-08-12,0.9242,2.04,2.8832
2019-08-09,0.8983,2.0141,-1.4914
2019-08-08,0.9119,2.0277,1.6724
2019-08-07,0.8969,2.0127,-1.0153
2019-08-06,0.9061,2.0219,1.5579
2019-08-05,0.8922,2.008,-2.1389
2019-08-02,0.9117,2.0275,-0.6863
2019-08-01,0.918,2.0338,-1.4175
2019-07-31,0.9312,2.047,-1.5645
2019-07-30,0.946,2.0618,-0.463
2019-07-29,0.9504,2.0662,0.881
2019-07-26,0.9421,2.0579,-0.0424
2019-07-25,0.9425,2.0583,1.0941
2019-07-24,0.9323,2.0481,-0.1927
2019-07-23,0.9341,2.0499,-2.168
2019-07-22,0.9548,2.0706,0.0734
2019-07-19,0.9541,2.0699,0.7178
2019-07-18,0.9473,2.0631,-1.3948
2019-07-17,0.9607,2.0765,-0.5589
2019-07-16,0.9661,2.0819,-1.146
2019-07-15,0.9773,2.0931,-0.9828
2019-07-12,0.987,2.1028,1.3659
2019-07-11,0.9737,2.0895,-0.8048
2019-07-10,0.9816,2.0974,0.5738
2019-07-09,0.976,2.0918,0.4219
2019-07-08,0.9719,2.0877,-1.5797
2019-07-05,0.9875,2.1033,2.7255
2019-07-04,0.9613,2.0771,-1.7478
2019-07-03,0.9784,2.0942,-2.16
2019-07-02,1.0,2.1158,0.7808
2019-07-01,1.5448,2.1037,4.8104
2019-06-30,1.4738,2.0327,--
2019-06-28,1.4739,2.0328,0.3541
2019-06-27,1.4687,2.0276,3.5462
2019-06-26,1.4184,1.9773,-0.512
2019-06-25,1.4257,1.9846,0.021
2019-06-24,1.4254,1.9843,1.669
2019-06-21,1.402,1.9609,0.9432
2019-06-20,1.3889,1.9478,4.4993
2019-06-19,1.3291,1.888,1.427
2019-06-18,1.3104,1.8693,0.0229
2019-06-17,1.3101,1.869,-0.5541
2019-06-14,1.3174,1.8763,-0.9101
2019-06-13,1.3295,1.8884,-0.4418
2019-06-12,1.3354,1.8943,-1.1035
2019-06-11,1.3503,1.9092,5.4428
2019-06-10,1.2806,1.8395,1.8451
2019-06-06,1.2574,1.8163,-1.07
2019-06-05,1.271,1.8299,-0.0708
2019-06-04,1.2719,1.8308,-2.4018
2019-06-03,1.3032,1.8621,-0.5495
2019-05-31,1.3104,1.8693,-1.3624
2019-05-30,1.3285,1.8874,-1.0649
2019-05-29,1.3428,1.9017,0.6446
2019-05-28,1.3342,1.8931,1.0758
2019-05-27,1.32,1.8789,0.4413
2019-05-24,1.3142,1.8731,1.3965
2019-05-23,1.2961,1.855,-3.4131
2019-05-22,1.3419,1.9008,-0.9449
2019-05-21,1.3547,1.9136,0.984
2019-05-20,1.3415,1.9004,-2.4364
2019-05-17,1.375,1.9339,-2.8886
2019-05-16,1.4159,1.9748,1.3892
2019-05-15,1.3965,1.9554,6.2866
2019-05-14,1.3139,1.8728,-0.8751
2019-05-13,1.3255,1.8844,0.2723
2019-05-10,1.3219,1.8808,5.1715
2019-05-09,1.2569,1.8158,-3.538
2019-05-08,1.303,1.8619,-0.0307
2019-05-07,1.3034,1.8623,2.2034
2019-05-06,1.2753,1.8342,-8.2386
2019-04-30,1.3898,1.9487,0.6008
2019-04-29,1.3815,1.9404,0.6998
2019-04-26,1.3719,1.9308,1.3295
2019-04-25,1.3539,1.9128,-1.9694
2019-04-24,1.3811,1.94,-0.626
2019-04-23,1.3898,1.9487,1.8616
2019-04-22,1.3644,1.9233,-0.807
2019-04-19,1.3755,1.9344,-0.1814
2019-04-18,1.378,1.9369,1.0931
2019-04-17,1.3631,1.922,1.0527
2019-04-16,1.3489,1.9078,1.8499
2019-04-15,1.3244,1.8833,-1.0312
2019-04-12,1.3382,1.8971,0.0598
2019-04-11,1.3374,1.8963,-4.7911
2019-04-10,1.4047,1.9636,1.3054
2019-04-09,1.3866,1.9455,1.6494
2019-04-08,1.3641,1.923,0.4196
2019-04-04,1.3584,1.9173,2.5595
2019-04-03,1.3245,1.8834,-0.6749
2019-04-02,1.3335,1.8924,-1.3099
2019-04-01,1.3512,1.9101,1.3882
2019-03-29,1.3327,1.8916,4.9701
2019-03-28,1.2696,1.8285,1.5112
2019-03-27,1.2507,1.8096,2.9552
2019-03-26,1.2148,1.7737,0.4964
2019-03-25,1.2088,1.7677,-2.7279
2019-03-22,1.2427,1.8016,1.2218
2019-03-21,1.2277,1.7866,-0.816
2019-03-20,1.2378,1.7967,0.4382
2019-03-19,1.2324,1.7913,-1.0359
2019-03-18,1.2453,1.8042,7.8929
2019-03-15,1.1542,1.7131,3.2195
2019-03-14,1.1182,1.6771,1.1763
2019-03-13,1.1052,1.6641,0.2813
2019-03-12,1.1021,1.661,-0.81
2019-03-11,1.1111,1.67,3.8411
2019-03-08,1.07,1.6289,-2.745
2019-03-07,1.1002,1.6591,-2.6802
2019-03-06,1.1305,1.6894,-0.9116
2019-03-05,1.1409,1.6998,0.1844
2019-03-04,1.1388,1.6977,1.2717
2019-03-01,1.1245,1.6834,4.0144
2019-02-28,1.0811,1.64,0.9336
2019-02-27,1.0711,1.63,2.0387
2019-02-26,1.0497,1.6086,-2.1167
2019-02-25,1.0724,1.6313,3.3938
2019-02-22,1.0372,1.5961,0.7969
2019-02-21,1.029,1.5879,-1.0577
2019-02-20,1.04,1.5989,-0.4975
2019-02-19,1.0452,1.6041,-0.5519
2019-02-18,1.051,1.6099,3.9154
2019-02-15,1.0114,1.5703,-2.1005
2019-02-14,1.0331,1.592,2.5817
2019-02-13,1.0071,1.566,1.1754
2019-02-12,0.9954,1.5543,0.3023
2019-02-11,0.9924,1.5513,4.4302
2019-02-01,0.9503,1.5092,1.4519
2019-01-31,0.9367,1.4956,1.5613
2019-01-30,0.9223,1.4812,-2.0497
2019-01-29,0.9416,1.5005,0.5768
2019-01-28,0.9362,1.4951,1.3423
2019-01-25,0.9238,1.4827,0.0758
2019-01-24,0.9231,1.482,0.8522
2019-01-23,0.9153,1.4742,0.3068
2019-01-22,0.9125,1.4714,-1.7232
2019-01-21,0.9285,1.4874,1.4089
2019-01-18,0.9156,1.4745,2.4734
2019-01-17,0.8935,1.4524,-0.2679
2019-01-16,0.8959,1.4548,-1.1366
2019-01-15,0.9062,1.4651,6.524
2019-01-14,0.8507,1.4096,-1.2995
2019-01-11,0.8619,1.4208,1.9276
2019-01-10,0.8456,1.4045,-0.5527
2019-01-09,0.8503,1.4092,1.8445
2019-01-08,0.8349,1.3938,0.1319
2019-01-07,0.8338,1.3927,0.3732
2019-01-04,0.8307,1.3896,2.2652
2019-01-03,0.8123,1.3712,-2.6486
2019-01-02,0.8344,1.3933,-1.6618
